Policy ID,Policy Type,Coverage Amount,Premium Amount,Policy Start Date,Policy End Date,Payment Frequency,Status,Customer ID,Policy Tenure,Policy Tenure Buckets
POL81927332,Property,125901,865.77,43022,44656,Monthly,Terminated,CUST86198760,1634,<6 years
POL81678751,Health,241424,520.91,44902,46938,Monthly,Lapsed,CUST52409774,2036,<6 years
POL54732626,Property,208838,243.16,43481,46226,Monthly,Terminated,CUST26814026,2745,<8 years
POL63222732,Property,336355,674.98,43843,45094,Monthly,Terminated,CUST77141677,1251,<4 years
POL87674982,Health,465244,1880.14,44764,45693,Annually,Terminated,CUST65199597,929,<4 years
POL02376824,Life,121073,1017,45615,48220,Monthly,Terminated,CUST36302095,2605,<8 years
POL90422168,Health,357187,606.97,44632,48086,Monthly,Active,CUST93219353,3454,>8yrs
POL90242414,Life,197302,742.68,43103,45423,Annually,Active,CUST23610376,2320,<8 years
POL16838069,Life,495594,331.04,44343,47175,Monthly,Active,CUST61223740,2832,<8 years
POL96011634,Health,296345,165.98,42637,43857,Monthly,Active,CUST48783124,1220,<4 years
POL68446271,Life,396177,654.47,45199,47984,Monthly,Terminated,CUST81991546,2785,<8 years
POL03389075,Health,35457,1138.84,42222,45301,Monthly,Terminated,CUST81230725,3079,>8yrs
POL27980219,Health,109058,955.45,44415,44807,Monthly,Terminated,CUST48852582,392,<2 years
POL32547162,Property,345945,1029.32,43229,46445,Annually,Terminated,CUST57266820,3216,>8yrs
POL05625856,Life,447980,1372.29,44537,45263,Quarterly,Lapsed,CUST85012007,726,<2 years
POL66769688,Auto,273576,1533.31,45491,48195,Quarterly,Lapsed,CUST36352379,2704,<8 years
POL04791479,Health,81524,1510.45,44702,48107,Annually,Terminated,CUST97172366,3405,>8yrs
POL73394070,Life,302252,708.81,45179,48679,Monthly,Lapsed,CUST74736426,3500,>8yrs
POL03688805,Health,337146,186.09,44721,46243,Quarterly,Lapsed,CUST77764913,1522,<6 years
POL45324469,Health,393047,1992.81,42390,44178,Monthly,Active,CUST09267662,1788,<6 years
POL61430954,Property,465139,364.63,43107,45944,Quarterly,Lapsed,CUST10455345,2837,<8 years
POL83051800,Health,334480,1678.91,43779,45361,Quarterly,Active,CUST23990611,1582,<6 years
POL55660947,Health,346974,317.72,43231,45297,Monthly,Active,CUST53758771,2066,<6 years
POL03500501,Auto,10710,1594.68,44584,47340,Annually,Lapsed,CUST43223037,2756,<8 years
POL96527583,Property,290069,1401.55,43376,45766,Annually,Active,CUST09191986,2390,<8 years
POL53072470,Life,445131,1005.28,44953,47200,Quarterly,Active,CUST13939283,2247,<8 years
POL83180602,Health,180287,919.37,44370,47563,Quarterly,Lapsed,CUST26727935,3193,>8yrs
POL98697477,Property,284388,967.99,42479,45640,Monthly,Active,CUST45352096,3161,>8yrs
POL08242305,Property,363914,961.13,42947,43818,Quarterly,Active,CUST11391934,871,<4 years
POL04929943,Auto,52050,174.22,43191,44338,Monthly,Active,CUST14718040,1147,<4 years
POL20158897,Health,475351,1905.03,43904,46517,Annually,Active,CUST83022384,2613,<8 years
POL35206157,Life,180587,1598.91,42946,45365,Annually,Lapsed,CUST09845524,2419,<8 years
POL12389694,Property,390092,639.76,42874,43613,Quarterly,Active,CUST61996964,739,<4 years
POL22879421,Life,406295,266.93,44028,45175,Quarterly,Lapsed,CUST42191707,1147,<4 years
POL13079535,Health,136292,594.53,42552,45171,Quarterly,Terminated,CUST02717752,2619,<8 years
POL88358873,Health,30604,308.03,42005,43025,Monthly,Active,CUST78329712,1020,<4 years
POL84960859,Health,300735,466.83,43684,45274,Monthly,Terminated,CUST12138999,1590,<6 years
POL20769779,Property,475434,735.91,43892,44530,Annually,Lapsed,CUST43165625,638,<2 years
POL71198375,Auto,52459,536.97,42227,45134,Monthly,Terminated,CUST76892770,2907,<8 years
POL26355059,Auto,274046,758.04,44929,46304,Monthly,Lapsed,CUST65104226,1375,<4 years
POL51258624,Health,316511,345.34,43229,46392,Monthly,Lapsed,CUST87535650,3163,>8yrs
POL67611471,Property,116851,1756.86,44963,47412,Quarterly,Terminated,CUST09198200,2449,<8 years
POL87122586,Auto,498988,1518.79,43030,45397,Monthly,Terminated,CUST08037065,2367,<8 years
POL88929117,Health,421978,1452.42,42418,45494,Monthly,Terminated,CUST42299913,3076,>8yrs
POL86890782,Life,43783,1963.9,44615,45929,Annually,Lapsed,CUST17544947,1314,<4 years
POL25662324,Auto,466326,534.18,44307,47422,Monthly,Lapsed,CUST85325622,3115,>8yrs
POL78735988,Auto,269970,1992.58,42316,43301,Monthly,Lapsed,CUST27217730,985,<4 years
POL35313589,Auto,33906,1590.78,43700,45670,Monthly,Lapsed,CUST15511549,1970,<6 years
POL87523514,Property,184011,1879.21,44995,47052,Monthly,Terminated,CUST44469656,2057,<6 years
POL05159511,Life,233084,175.09,45471,48156,Monthly,Active,CUST47882411,2685,<8 years
POL94744561,Health,55643,948.07,43070,44474,Monthly,Lapsed,CUST97427667,1404,<4 years
POL62805195,Auto,30519,1456.47,42973,44516,Annually,Active,CUST01839434,1543,<6 years
POL92268094,Health,132329,1593.02,42987,45580,Monthly,Active,CUST87428356,2593,<8 years
POL32398329,Life,202563,1932.68,42552,43772,Monthly,Terminated,CUST60555781,1220,<4 years
POL38398875,Property,295631,1825.98,43664,47262,Annually,Active,CUST85012007,3598,>8yrs
POL13591287,Health,401829,317.73,44627,47069,Annually,Lapsed,CUST40417111,2442,<8 years
POL38734487,Health,318466,782.6,42728,43926,Annually,Active,CUST42048042,1198,<4 years
POL12885536,Property,409249,861.1,43911,46049,Quarterly,Active,CUST73404920,2138,<6 years
POL05706478,Life,16246,853.43,43125,44892,Quarterly,Active,CUST41234558,1767,<6 years
POL74477795,Auto,44903,1455.51,42818,46463,Monthly,Terminated,CUST77434602,3645,>8yrs
POL01538534,Auto,439921,947.36,45329,46582,Monthly,Active,CUST12153504,1253,<4 years
POL47766482,Auto,328243,687.57,44978,46817,Quarterly,Lapsed,CUST08450980,1839,<6 years
POL52508066,Health,178513,1882.6,45368,48953,Quarterly,Lapsed,CUST24107438,3585,>8yrs
POL50064948,Auto,302797,1813.49,44652,47620,Quarterly,Lapsed,CUST61338684,2968,>8yrs
POL64331306,Health,274808,1979.36,43961,45924,Quarterly,Lapsed,CUST82378527,1963,<6 years
POL87933513,Health,372821,1471.38,43790,47165,Quarterly,Lapsed,CUST17931302,3375,>8yrs
POL26384700,Health,360386,1188.44,44736,45842,Annually,Active,CUST96653745,1106,<4 years
POL92024159,Property,344558,1432.35,45047,47236,Quarterly,Lapsed,CUST84535664,2189,<6 years
POL09869400,Auto,67392,850.09,42847,45722,Quarterly,Terminated,CUST65424416,2875,<8 years
POL79617161,Property,96493,501.06,43978,46444,Annually,Active,CUST80277031,2466,<8 years
POL57718786,Auto,444649,1037.75,42671,45740,Annually,Active,CUST95377392,3069,>8yrs
POL87258705,Property,20518,1096.84,42758,44759,Monthly,Active,CUST07379731,2001,<6 years
POL88392723,Auto,59428,1245.74,45141,47819,Annually,Lapsed,CUST91405420,2678,<8 years
POL29239310,Property,140100,1906.72,45645,49234,Quarterly,Active,CUST74110140,3589,>8yrs
POL93108727,Life,326180,738.14,43650,44999,Annually,Lapsed,CUST54167728,1349,<4 years
POL98453237,Life,24264,1921.8,42844,43342,Quarterly,Lapsed,CUST39739918,498,<2 years
POL77268137,Property,474856,1656.85,43814,46210,Quarterly,Terminated,CUST89128570,2396,<8 years
POL10292870,Health,389220,414.59,45576,46405,Monthly,Lapsed,CUST08016042,829,<4 years
POL12826359,Property,29202,120.84,42273,45314,Annually,Terminated,CUST87082152,3041,>8yrs
POL20325916,Life,199227,1936.47,44887,48267,Monthly,Active,CUST94440281,3380,>8yrs
POL73952203,Auto,208841,1314.63,44890,46746,Annually,Active,CUST90206702,1856,<6 years
POL48606584,Health,31093,412.35,44948,46999,Annually,Lapsed,CUST90193495,2051,<6 years
POL53051476,Life,317111,859.47,42922,44945,Annually,Active,CUST28975795,2023,<6 years
POL86921629,Health,478679,105.21,42990,46528,Quarterly,Active,CUST69884309,3538,>8yrs
POL76080858,Health,398680,925.6,45384,47216,Annually,Terminated,CUST50775418,1832,<6 years
POL14019439,Auto,243567,1915.69,43722,47338,Annually,Terminated,CUST82696043,3616,>8yrs
POL30688000,Life,409381,1270.77,42569,45976,Monthly,Lapsed,CUST06278301,3407,>8yrs
POL63085771,Health,265901,1822.68,42884,44783,Monthly,Terminated,CUST28614516,1899,<6 years
POL91208117,Life,148525,1172.94,44410,45112,Quarterly,Terminated,CUST82861470,702,<2 years
POL77974715,Life,74576,1942.02,42697,44180,Quarterly,Lapsed,CUST81759154,1483,<6 years
POL74225904,Property,73249,1862.97,44542,46700,Annually,Lapsed,CUST32539174,2158,<6 years
POL50294961,Auto,36208,636.2,43497,45919,Monthly,Active,CUST98530322,2422,<8 years
POL12558722,Auto,28871,633.58,42083,45590,Quarterly,Terminated,CUST24967115,3507,>8yrs
POL24029691,Life,72841,1364.59,43395,44285,Annually,Terminated,CUST68062513,890,<4 years
POL45060689,Life,141772,236.5,45353,45766,Annually,Lapsed,CUST67171307,413,<2 years
POL44856684,Health,233768,1432.59,43908,46269,Monthly,Terminated,CUST45352096,2361,<8 years
POL43615324,Property,439024,1855.76,44873,45768,Annually,Terminated,CUST41793765,895,<4 years
POL10208981,Life,428624,1717.5,45061,46013,Monthly,Lapsed,CUST56207034,952,<4 years
POL00380860,Health,293989,836.28,43431,46646,Annually,Active,CUST23871670,3215,>8yrs
POL37533829,Health,19827,488.25,42068,44232,Annually,Active,CUST18907875,2164,<6 years
POL09975061,Property,232310,444.55,44609,47738,Annually,Terminated,CUST88304640,3129,>8yrs
POL75133618,Property,392042,1612.72,42629,46032,Quarterly,Active,CUST75336004,3403,>8yrs
POL11470668,Property,369012,847.4,44786,45622,Annually,Active,CUST03270522,836,<4 years
POL98975002,Health,91463,1248.93,44522,47158,Quarterly,Active,CUST81108268,2636,<8 years
POL08392852,Health,61640,414.47,42164,42714,Quarterly,Terminated,CUST75673661,550,<2 years
POL09390236,Health,481688,1473.99,43632,46533,Annually,Terminated,CUST21123855,2901,<8 years
POL12087237,Health,149894,367.99,42688,46002,Quarterly,Active,CUST93944423,3314,>8yrs
POL16045417,Life,416496,1864.2,43528,46495,Annually,Terminated,CUST97931897,2967,>8yrs
POL43090957,Property,303688,690.57,45488,46693,Annually,Lapsed,CUST95846994,1205,<4 years
POL76509626,Life,397571,1385.25,45142,47106,Quarterly,Lapsed,CUST78277888,1964,<6 years
POL56816582,Health,81051,135.1,44821,45989,Monthly,Lapsed,CUST40917837,1168,<4 years
POL06918749,Life,93833,1458.14,42262,43181,Quarterly,Terminated,CUST28914554,919,<4 years
POL40620647,Auto,256991,293.57,42882,44091,Quarterly,Terminated,CUST30959100,1209,<4 years
POL82003427,Health,277822,852.44,43049,45902,Annually,Active,CUST85164739,2853,<8 years
POL02103764,Life,215747,1381.08,45566,48350,Annually,Active,CUST30421939,2784,<8 years
POL73302460,Auto,451522,203.43,42021,43408,Annually,Active,CUST71058064,1387,<4 years
POL36259700,Property,191574,1340.82,44172,46955,Quarterly,Lapsed,CUST54376410,2783,<8 years
POL61913458,Life,467818,1839.99,43663,44158,Quarterly,Active,CUST80460923,495,<2 years
POL80932118,Health,340591,101.34,45302,48068,Monthly,Active,CUST62402125,2766,<8 years
POL12700129,Auto,123756,679.96,43766,46239,Monthly,Terminated,CUST37303935,2473,<8 years
POL18021070,Health,107603,953.03,42996,46434,Annually,Terminated,CUST48070910,3438,>8yrs
POL02405593,Auto,157842,646.4,44623,45190,Monthly,Active,CUST07355992,567,<2 years
POL15567639,Auto,430611,1217.19,44715,47962,Monthly,Terminated,CUST06732104,3247,>8yrs
POL67846790,Auto,368679,998.6,43158,44483,Annually,Lapsed,CUST24435883,1325,<4 years
POL37350059,Auto,363340,1520.17,44643,45572,Annually,Active,CUST27713376,929,<4 years
POL82338857,Property,298220,387.61,43645,44655,Annually,Terminated,CUST18520299,1010,<4 years
POL13670918,Property,16919,760.79,43820,46039,Quarterly,Lapsed,CUST18243812,2219,<8 years
POL56063267,Auto,372525,1393.22,44343,47844,Quarterly,Terminated,CUST14518344,3501,>8yrs
POL44368624,Life,294377,348.96,42519,44229,Quarterly,Lapsed,CUST38807396,1710,<6 years
POL02047114,Health,86941,551.16,42399,43484,Annually,Terminated,CUST44835273,1085,<4 years
POL75081520,Auto,76406,1983.8,44238,47120,Quarterly,Terminated,CUST14751083,2882,<8 years
POL45182158,Property,316671,1262.32,44192,47126,Monthly,Active,CUST29646268,2934,>8yrs
POL50099594,Auto,400900,710.92,44582,46887,Monthly,Terminated,CUST01781896,2305,<8 years
POL96765669,Auto,133884,1933,44049,44613,Quarterly,Terminated,CUST05460288,564,<2 years
POL64668667,Property,287243,526.04,42841,45101,Quarterly,Lapsed,CUST21599544,2260,<8 years
POL35373090,Property,393650,1965.46,44677,47702,Monthly,Lapsed,CUST34161000,3025,>8yrs
POL53589425,Property,460796,1525.14,45367,47810,Quarterly,Lapsed,CUST24465661,2443,<8 years
POL86998122,Auto,281301,1409.65,43001,44022,Quarterly,Active,CUST65020808,1021,<4 years
POL90865512,Health,401017,1554.95,45512,48489,Annually,Lapsed,CUST64486961,2977,>8yrs
POL72509442,Auto,305537,1555.62,42319,44944,Quarterly,Active,CUST89207596,2625,<8 years
POL02314695,Life,81603,930.93,43880,44648,Quarterly,Lapsed,CUST40009068,768,<4 years
POL80250763,Property,374942,616.38,42076,42735,Annually,Active,CUST77843488,659,<2 years
POL60992687,Auto,77732,1301.63,45041,45748,Quarterly,Terminated,CUST75725514,707,<2 years
POL69557850,Auto,30491,1483.41,43324,44571,Quarterly,Lapsed,CUST43829622,1247,<4 years
POL19053430,Health,263983,830.92,42486,44544,Quarterly,Terminated,CUST90954779,2058,<6 years
POL54750482,Life,140869,357.07,42489,44569,Annually,Active,CUST57011741,2080,<6 years
POL21071314,Auto,326207,918.84,44095,47619,Quarterly,Terminated,CUST88780782,3524,>8yrs
POL35328184,Health,442172,1132.34,42865,45920,Quarterly,Terminated,CUST47460421,3055,>8yrs
POL54335250,Health,229391,532.46,42304,44798,Monthly,Terminated,CUST77255216,2494,<8 years
POL90564475,Property,443738,998.62,43967,44644,Annually,Lapsed,CUST55656837,677,<2 years
POL92223951,Health,467658,688.92,45468,48016,Monthly,Lapsed,CUST32157622,2548,<8 years
POL38583909,Life,349847,104.57,44492,45241,Monthly,Active,CUST13779414,749,<4 years
POL70199824,Health,493574,1108.25,45497,48375,Annually,Active,CUST83770928,2878,<8 years
POL54562646,Auto,166485,1142.35,45185,45875,Monthly,Terminated,CUST76931679,690,<2 years
POL04500233,Property,369903,1389.38,42058,45383,Quarterly,Terminated,CUST32886124,3325,>8yrs
POL39602828,Life,143831,1662.18,44578,47195,Monthly,Active,CUST23714881,2617,<8 years
POL41295564,Property,113800,1228.33,42197,45118,Monthly,Active,CUST07578780,2921,>8yrs
POL26280970,Life,471008,1127.76,42486,43065,Annually,Lapsed,CUST01173822,579,<2 years
POL29164247,Life,79837,657.92,44022,45262,Monthly,Terminated,CUST06202125,1240,<4 years
POL72582020,Life,208495,857.96,44736,46531,Quarterly,Active,CUST53758771,1795,<6 years
POL42881568,Property,257485,1755.83,42551,44370,Quarterly,Terminated,CUST67528346,1819,<6 years
POL91869303,Property,50875,644.27,43566,45124,Annually,Active,CUST60185623,1558,<6 years
POL28303741,Auto,330208,1188.21,45621,47338,Annually,Active,CUST19220123,1717,<6 years
POL77829667,Property,108375,249.05,42102,42485,Quarterly,Terminated,CUST57666689,383,<2 years
POL48994632,Auto,340398,1575.66,43417,44904,Quarterly,Lapsed,CUST24275546,1487,<6 years
POL83788113,Auto,124505,1009.53,42588,45702,Annually,Active,CUST13480810,3114,>8yrs
POL26187162,Auto,78333,465.84,42754,46329,Monthly,Lapsed,CUST61594133,3575,>8yrs
POL85357404,Property,476993,1530.37,42239,43148,Quarterly,Active,CUST50213050,909,<4 years
POL84091621,Property,260211,115.53,45295,47753,Monthly,Lapsed,CUST97389020,2458,<8 years
POL17820094,Health,416339,1465.06,45313,45890,Quarterly,Lapsed,CUST37149471,577,<2 years
POL57053022,Auto,78107,788.64,42006,44837,Annually,Terminated,CUST29466976,2831,<8 years
POL43650068,Life,131828,451.46,43673,45397,Quarterly,Terminated,CUST41234558,1724,<6 years
POL58297595,Property,444552,414.03,44221,45710,Quarterly,Terminated,CUST01241075,1489,<6 years
POL77901468,Auto,216117,1285.18,44049,45281,Monthly,Active,CUST27368820,1232,<4 years
POL70096611,Life,136951,1048.12,44627,47539,Annually,Lapsed,CUST85015707,2912,<8 years
POL40777572,Auto,266278,1503.92,45470,45992,Monthly,Terminated,CUST12138999,522,<2 years
POL25507617,Auto,470770,729.82,43309,45185,Quarterly,Terminated,CUST30592090,1876,<6 years
POL03990592,Health,386542,904.46,45048,46629,Quarterly,Lapsed,CUST04637002,1581,<6 years
POL94885800,Life,354560,1395.06,43114,46570,Annually,Terminated,CUST86090168,3456,>8yrs
POL11319886,Auto,364567,1476.71,42176,43321,Annually,Terminated,CUST74253851,1145,<4 years
POL68905887,Property,188112,874.69,43815,45784,Monthly,Lapsed,CUST21549816,1969,<6 years
POL71885722,Health,19738,612.88,43471,45771,Monthly,Active,CUST39765506,2300,<8 years
POL88263060,Health,123180,981.63,43761,44219,Monthly,Active,CUST27326515,458,<2 years
POL62759282,Property,466384,1169.5,44709,46441,Monthly,Active,CUST33315844,1732,<6 years
POL28137827,Health,452579,1386.81,43072,46198,Annually,Lapsed,CUST88009581,3126,>8yrs
POL70490457,Life,23919,1790.63,44830,45945,Quarterly,Terminated,CUST95624970,1115,<4 years
POL43307974,Health,271323,1698.48,42097,43165,Monthly,Active,CUST73991092,1068,<4 years
POL07189960,Property,335819,606.36,44391,48027,Annually,Lapsed,CUST24156688,3636,>8yrs
POL39146398,Property,183008,301.4,42836,45141,Quarterly,Terminated,CUST02967545,2305,<8 years
POL18638801,Auto,17829,1372.07,43832,47375,Quarterly,Terminated,CUST50213050,3543,>8yrs
POL72689625,Auto,403184,1464.56,44121,46411,Monthly,Active,CUST61013700,2290,<8 years
POL84725350,Property,497844,1937.89,43881,47424,Annually,Terminated,CUST77194234,3543,>8yrs
POL03499634,Property,487062,1312.34,44080,45044,Quarterly,Lapsed,CUST39874161,964,<4 years
POL17851408,Auto,254402,985.04,42641,43450,Annually,Lapsed,CUST55443847,809,<4 years
POL77005390,Auto,174038,262.62,42735,45509,Quarterly,Active,CUST32248638,2774,<8 years
POL61605343,Property,190377,1058.14,45091,46321,Annually,Terminated,CUST81363233,1230,<4 years
POL29802186,Life,472712,1691.1,43593,44416,Monthly,Lapsed,CUST88742271,823,<4 years
POL45349896,Health,497721,1968.25,44709,45471,Annually,Terminated,CUST89945576,762,<4 years
POL48346440,Life,111293,1232.29,43916,45722,Annually,Lapsed,CUST89879124,1806,<6 years
POL01090154,Health,202194,142.04,42964,44900,Annually,Active,CUST03282774,1936,<6 years
POL82137065,Health,296763,1372.4,42646,45432,Annually,Terminated,CUST25249967,2786,<8 years
POL05710643,Life,466076,1711.82,45018,46782,Monthly,Lapsed,CUST01163085,1764,<6 years
POL21394556,Health,354142,514.76,42718,45920,Monthly,Active,CUST88564180,3202,>8yrs
POL45259795,Life,451887,1888.65,44914,47405,Quarterly,Active,CUST61133269,2491,<8 years
POL07078838,Property,160515,568.61,42349,43303,Annually,Active,CUST32321186,954,<4 years
POL29504674,Property,454215,834.49,44865,47640,Monthly,Active,CUST88875854,2775,<8 years
POL27444083,Property,213278,1158.21,45082,46833,Monthly,Lapsed,CUST46149552,1751,<6 years
POL93415185,Property,34964,493.03,43250,43858,Monthly,Terminated,CUST69641136,608,<2 years
POL05606987,Health,13838,608.65,43725,46533,Annually,Terminated,CUST42009069,2808,<8 years
POL17258219,Property,65102,1413.19,43474,46241,Quarterly,Terminated,CUST36430516,2767,<8 years
POL81559306,Health,480267,1427.51,44074,46695,Quarterly,Active,CUST55128751,2621,<8 years
POL84309166,Life,472689,1050.63,44894,46542,Quarterly,Lapsed,CUST26374212,1648,<6 years
POL76387090,Property,108105,1444.38,44011,46657,Monthly,Terminated,CUST61053077,2646,<8 years
POL59492840,Life,114042,1232.13,44532,45283,Quarterly,Terminated,CUST52983993,751,<4 years
POL59507009,Property,492679,1270.35,42808,44193,Monthly,Terminated,CUST12138426,1385,<4 years
POL22606184,Health,67530,1991.24,44917,47743,Monthly,Lapsed,CUST09634289,2826,<8 years
POL36583919,Life,389504,341.63,43855,46952,Annually,Lapsed,CUST36432590,3097,>8yrs
POL88765284,Life,319994,1354.19,44269,46452,Quarterly,Terminated,CUST82716734,2183,<6 years
POL55061898,Auto,14224,1278.36,43158,44263,Annually,Lapsed,CUST90739739,1105,<4 years
POL38220056,Health,166032,1358.87,42690,45542,Quarterly,Active,CUST68676616,2852,<8 years
POL97128772,Auto,93036,1733.39,44645,46165,Monthly,Active,CUST16857555,1520,<6 years
POL21105419,Life,21912,298.93,44472,45509,Annually,Terminated,CUST30763587,1037,<4 years
POL98344452,Property,423685,819.63,45161,47306,Monthly,Active,CUST35315234,2145,<6 years
POL81202373,Health,248838,1305.72,44926,45490,Monthly,Lapsed,CUST83535400,564,<2 years
POL50033315,Auto,352995,1801.21,43407,44243,Annually,Terminated,CUST96159281,836,<4 years
POL71852289,Health,76222,1573.45,43450,44665,Annually,Lapsed,CUST92066305,1215,<4 years
POL63230640,Property,136832,1946.77,43166,45038,Quarterly,Terminated,CUST59334083,1872,<6 years
POL22280600,Life,393061,1804.96,42214,43096,Annually,Active,CUST45083995,882,<4 years
POL82615987,Auto,99424,1092.09,43993,46097,Monthly,Lapsed,CUST60402466,2104,<6 years
POL13831480,Life,167375,1497.12,44935,47196,Monthly,Lapsed,CUST41319076,2261,<8 years
POL42604699,Life,232974,431.2,44132,46465,Monthly,Lapsed,CUST91097788,2333,<8 years
POL42477290,Auto,145283,1974.61,42250,43301,Quarterly,Terminated,CUST35324709,1051,<4 years
POL56451530,Life,241823,422.3,45495,48547,Monthly,Terminated,CUST96220731,3052,>8yrs
POL94687907,Life,451819,1713.11,45359,47594,Quarterly,Active,CUST98301856,2235,<8 years
POL13287986,Property,234845,1942.82,43067,43445,Annually,Active,CUST71115981,378,<2 years
POL47707892,Auto,115343,1031.95,44008,45375,Quarterly,Lapsed,CUST26322745,1367,<4 years
POL23175808,Health,284631,783.56,43735,46366,Annually,Terminated,CUST35677309,2631,<8 years
POL69533983,Property,210647,845.51,42503,43891,Monthly,Terminated,CUST67171307,1388,<4 years
POL41871042,Auto,192908,722.39,44590,45171,Annually,Terminated,CUST60423185,581,<2 years
POL58901437,Auto,348879,1480.24,43346,46024,Monthly,Terminated,CUST03546088,2678,<8 years
POL15832827,Auto,238373,497.33,45100,46367,Quarterly,Active,CUST82139236,1267,<4 years
POL98885285,Health,214499,763.82,43788,46569,Annually,Terminated,CUST27713376,2781,<8 years
POL75752645,Life,336094,398.34,43895,45378,Monthly,Active,CUST53923029,1483,<6 years
POL66984423,Life,82000,170.51,45517,48146,Annually,Lapsed,CUST24464034,2629,<8 years
POL95029087,Health,361456,142.04,44534,48007,Monthly,Lapsed,CUST38787696,3473,>8yrs
POL33528645,Life,427731,565.85,43577,45173,Quarterly,Terminated,CUST09899735,1596,<6 years
POL68879274,Health,425296,724.29,44464,46883,Quarterly,Lapsed,CUST03595954,2419,<8 years
POL66757828,Auto,462716,1295.83,44008,45360,Monthly,Terminated,CUST85912308,1352,<4 years
POL14873670,Property,179431,110.53,44840,45682,Quarterly,Active,CUST81462168,842,<4 years
POL91903305,Auto,376246,1042.69,44129,47312,Quarterly,Terminated,CUST89597330,3183,>8yrs
POL81452413,Health,98479,1658.58,43627,44245,Quarterly,Active,CUST42376640,618,<2 years
POL77471080,Health,42871,1208.11,44407,46468,Monthly,Lapsed,CUST39617169,2061,<6 years
POL55161167,Health,477800,862.94,43727,45094,Monthly,Lapsed,CUST10876445,1367,<4 years
POL32721241,Health,282767,1426.71,42492,44247,Monthly,Lapsed,CUST65201495,1755,<6 years
POL58798776,Life,482131,1673.26,44125,47739,Annually,Terminated,CUST86816648,3614,>8yrs
POL82130427,Property,138112,1475.06,45364,46457,Monthly,Active,CUST05440655,1093,<4 years
POL18274117,Auto,311211,1890.25,42598,44158,Quarterly,Lapsed,CUST96078765,1560,<6 years
POL55586584,Property,353158,181.83,42534,45099,Annually,Terminated,CUST69983756,2565,<8 years
POL57527902,Life,450766,1092.26,42248,45190,Quarterly,Lapsed,CUST00432697,2942,>8yrs
POL89135747,Health,62048,1225.61,43208,45385,Monthly,Terminated,CUST27368820,2177,<6 years
POL68469433,Auto,435627,587.58,42346,43643,Quarterly,Lapsed,CUST71284835,1297,<4 years
POL14708909,Life,115106,1590.8,45197,45692,Quarterly,Lapsed,CUST51835889,495,<2 years
POL44473237,Health,95247,217.64,43628,44590,Quarterly,Lapsed,CUST64728299,962,<4 years
POL36097059,Health,29601,1582.54,43906,45227,Quarterly,Terminated,CUST78378678,1321,<4 years
POL13811589,Health,458446,648.36,44259,47585,Monthly,Terminated,CUST15337504,3326,>8yrs
POL03870309,Auto,36256,562.97,44830,46985,Quarterly,Lapsed,CUST58068006,2155,<6 years
POL03461173,Life,229888,1893.78,43473,45842,Quarterly,Lapsed,CUST24728723,2369,<8 years
POL30800309,Property,379578,419.42,43887,45938,Quarterly,Lapsed,CUST51372892,2051,<6 years
POL04460141,Life,497685,1955.23,45306,46708,Monthly,Terminated,CUST14167476,1402,<4 years
POL70638902,Auto,486468,123.75,44108,46795,Annually,Terminated,CUST66417629,2687,<8 years
POL81437012,Auto,325785,180.09,43706,44150,Monthly,Lapsed,CUST45148477,444,<2 years
POL75780288,Property,83609,1616.42,43421,45586,Annually,Active,CUST31812391,2165,<6 years
POL04195988,Health,278548,538.78,45178,45781,Annually,Lapsed,CUST19220123,603,<2 years
POL23232364,Life,342881,1231.65,43484,44060,Monthly,Active,CUST54396483,576,<2 years
POL74637013,Life,436569,1101.14,44634,45042,Annually,Active,CUST96215040,408,<2 years
POL52466157,Auto,67600,1124.27,45028,45449,Annually,Lapsed,CUST02220651,421,<2 years
POL04525744,Auto,379370,400.02,44206,47586,Annually,Terminated,CUST81996742,3380,>8yrs
POL66023892,Auto,375835,127.31,44264,46403,Annually,Active,CUST69247703,2139,<6 years
POL12886983,Property,347364,1777.52,45160,47758,Annually,Active,CUST61807621,2598,<8 years
POL18969442,Auto,13050,1417.39,45226,48822,Annually,Active,CUST43023655,3596,>8yrs
POL83650350,Property,174534,1278.41,44022,47056,Monthly,Lapsed,CUST98992009,3034,>8yrs
POL97163250,Auto,153687,164.3,43160,44628,Quarterly,Lapsed,CUST60824429,1468,<6 years
POL97850012,Property,212629,1194.41,44574,46770,Monthly,Lapsed,CUST15751800,2196,<8 years
POL21436071,Life,310954,1289.57,43234,44789,Quarterly,Active,CUST69448912,1555,<6 years
POL38790391,Life,159038,897.86,43534,44014,Quarterly,Active,CUST94848993,480,<2 years
POL36578852,Health,262934,1914.99,45567,47888,Monthly,Active,CUST09630360,2321,<8 years
POL20281612,Life,442906,1404.27,43890,44482,Monthly,Terminated,CUST42524771,592,<2 years
POL59899170,Property,285162,1301.11,43174,44195,Quarterly,Lapsed,CUST60380938,1021,<4 years
POL21557513,Health,371208,767.85,43455,45898,Quarterly,Active,CUST51541773,2443,<8 years
POL89939976,Health,367300,546.2,45549,48039,Monthly,Lapsed,CUST17544947,2490,<8 years
POL07785199,Life,107861,1506.93,42280,43038,Annually,Lapsed,CUST10072038,758,<4 years
POL58783069,Health,131954,1406.01,43011,45118,Monthly,Terminated,CUST95846994,2107,<6 years
POL95768809,Auto,349006,928.04,44017,45116,Annually,Lapsed,CUST71493124,1099,<4 years
