Claim ID,Date of Claim,Claim Amount,Claim Status,Reason for Claim,Settlement Date,Policy ID,Claim Settlement Days,Claim Settlement Buckets
CLM32142711,45359,53571,Denied,Doctor song sit ten pick.,45436,POL95376981,77,<90 Days
CLM53623734,44995,98306,Pending,Position bank he continue draw adult believe enter.,45036,POL46052776,41,<60 Days
CLM15279245,45290,23425,Approved,Rise bar program piece.,45334,POL85739071,44,<60 Days
CLM66949630,44229,44607,Approved,Suddenly drop best concern here poor.,44316,POL09953966,87,<90 Days
CLM19954214,44480,99493,Approved,Real fund member girl.,44514,POL77765185,34,<60 Days
CLM47676326,44743,60528,Denied,Good field paper worker now.,44793,POL58829430,50,<60 Days
CLM94564481,44649,47132,Approved,Surface knowledge table power task.,44674,POL16850731,25,<30 Days
CLM49947139,44733,96706,Approved,Myself teacher exactly identify.,44820,POL20325916,87,<90 Days
CLM22069499,45597,60172,Denied,Thought to none focus fire.,45615,POL69652935,18,<30 Days
CLM91661448,43963,90313,Approved,Pattern study father answer painting.,44026,POL10148217,63,<90 Days
CLM13162068,44691,71762,Pending,Particularly worker lay easy strong.,44763,POL31729294,72,<90 Days
CLM35127373,45168,41274,Denied,Sound capital career thank sit.,45178,POL83784659,10,<30 Days
CLM77273308,44836,67173,Pending,State public son dark note.,44850,POL23048183,14,<30 Days
CLM50293052,45250,54780,Denied,Them election rich course entire finish cultural executive.,,POL23964698,0,Not Settled
CLM07598713,44077,82944,Approved,Table listen as.,44146,POL08723809,69,<90 Days
CLM68512870,43920,83200,Pending,Admit security hospital those.,,POL90316205,0,Not Settled
CLM36997424,45491,50402,Approved,Authority decade nice onto green executive.,45532,POL98697477,41,<60 Days
CLM84694074,45101,90044,Denied,Nor police himself price form wonder.,45149,POL84291987,48,<60 Days
CLM33450364,44062,77829,Denied,Including option far realize site direction.,44083,POL16699537,21,<30 Days
CLM69365449,44100,67431,Pending,According return commercial far risk recently.,44176,POL92249528,76,<90 Days
CLM40707153,44436,66758,Approved,Window second represent several hair enough.,,POL87573741,0,Not Settled
CLM37493298,45019,96573,Pending,Member final use money.,45056,POL87905050,37,<60 Days
CLM46027959,45400,31003,Denied,Appear song reflect process.,45490,POL05037648,90,<90 Days
CLM03626069,44902,74660,Denied,Forward police election team.,44953,POL66621880,51,<60 Days
CLM92409570,44983,28576,Approved,Thank soldier drop form.,,POL90960707,0,Not Settled
CLM49833498,44542,47128,Pending,Hair will land hit detail she sort.,,POL35164038,0,Not Settled
CLM92229190,44289,71199,Approved,Various hour sure seat.,44346,POL49392272,57,<60 Days
CLM42291936,44608,58022,Approved,Single response design create move name couple.,44698,POL11826796,90,<90 Days
CLM77102310,45581,48084,Pending,Business six body outside store.,45634,POL52513124,53,<60 Days
CLM13365296,44545,30287,Denied,Thus born dream add stock sure result.,,POL78322093,0,Not Settled
CLM79785052,44310,8588,Approved,Notice pattern race most late.,44338,POL14355041,28,<30 Days
CLM89339023,44230,22580,Denied,Skin sense home economic clear.,,POL28535341,0,Not Settled
CLM46820741,44432,53973,Approved,Nation hair center blood.,,POL43096448,0,Not Settled
CLM16803186,44332,50080,Denied,Ball price stuff minute.,44419,POL06836904,87,<90 Days
CLM70275949,45482,75289,Pending,Story shoulder fast less business.,,POL76748109,0,Not Settled
CLM08656665,44475,60216,Approved,Like also identify season team resource every.,,POL49595777,0,Not Settled
CLM00927718,44518,89472,Pending,And range table find science nothing.,44577,POL84317936,59,<60 Days
CLM00287414,45318,74528,Denied,Daughter be current increase coach.,45348,POL82401042,30,<30 Days
CLM04715810,43882,64851,Approved,Television girl decade television produce.,43894,POL67127779,12,<30 Days
CLM15240993,45505,16249,Pending,Within beyond foot art plan difference push.,45561,POL03596444,56,<60 Days
CLM92000071,44305,55144,Approved,Evening direction study news or able they.,44369,POL33880190,64,<90 Days
CLM07412896,45071,87033,Pending,Partner alone decision campaign end unit any.,45157,POL84330960,86,<90 Days
CLM54684030,44204,26060,Denied,All school company quickly both look.,44258,POL27188629,54,<60 Days
CLM00625942,45530,25649,Pending,Pass much doctor mouth agent them another.,45587,POL49819394,57,<60 Days
CLM14908244,45616,1389,Approved,Remain big much decision across.,,POL87616796,0,Not Settled
CLM96355177,44867,29546,Approved,Brother fund organization minute.,44935,POL17250525,68,<90 Days
CLM76182914,44383,83129,Pending,Everyone attorney necessary sport anything remain head example.,44432,POL29892816,49,<60 Days
CLM06426181,45339,27412,Approved,Total for cause knowledge.,45352,POL68113018,13,<30 Days
CLM40653690,45203,55439,Pending,Speak single central operation along magazine.,45289,POL56668614,86,<90 Days
CLM67242394,43943,16557,Pending,Side color stop group better consider general state.,,POL98989117,0,Not Settled
CLM50211276,44033,47567,Denied,Attack or artist small ball.,,POL55191578,0,Not Settled
CLM02669083,45532,10386,Pending,Then personal though past move investment.,,POL18063392,0,Not Settled
CLM48076145,44471,73347,Approved,Two word plan sister determine.,,POL04951844,0,Not Settled
CLM94255305,45460,46473,Approved,Interview around nice attack.,45498,POL44119689,38,<60 Days
CLM58280353,44394,90448,Approved,Commercial federal would staff yourself.,,POL78697051,0,Not Settled
CLM13474900,44520,95278,Pending,Study task lose identify head.,44607,POL71504244,87,<90 Days
CLM97692413,44664,64241,Denied,Sort single company case perhaps.,,POL20003518,0,Not Settled
CLM71524833,44392,80556,Approved,Table water painting until recent maybe.,,POL45114954,0,Not Settled
CLM93202532,43921,32947,Approved,Receive his indicate class record them scientist be.,44000,POL35020187,79,<90 Days
CLM09500357,45509,81101,Approved,Truth pay now safe physical floor.,45588,POL36528332,79,<90 Days
CLM00120032,45037,94812,Approved,Follow we leg consumer data.,45114,POL68917134,77,<90 Days
CLM11011330,44532,70644,Denied,Network recognize identify value.,44575,POL96668666,43,<60 Days
CLM55533327,45388,81974,Approved,Sort back against rock miss.,45424,POL50194049,36,<60 Days
CLM58390575,44665,66655,Pending,Contain free authority science.,,POL06150370,0,Not Settled
CLM46871481,45108,12571,Approved,Field son note drop good.,45120,POL52383716,12,<30 Days
CLM84619759,45231,83118,Denied,Upon statement town foot cell truth.,,POL55660947,0,Not Settled
CLM15731734,44303,78350,Pending,Thus rule scientist stand never last keep.,44361,POL59179996,58,<60 Days
CLM98933872,44831,83130,Approved,Eat hold base painting production.,44842,POL21670174,11,<30 Days
CLM66818784,44501,36036,Denied,Fast training if oil edge something dog standard.,44514,POL88351498,13,<30 Days
CLM94462063,44878,9100,Approved,Thus catch degree again main report.,44927,POL93930819,49,<60 Days
CLM15469855,45393,30122,Denied,Kitchen crime understand hour.,,POL50830116,0,Not Settled
CLM00977190,43965,15494,Denied,Edge positive hot house however.,44000,POL83352802,35,<60 Days
CLM42048195,45208,65826,Pending,Alone bill expect.,45281,POL99222365,73,<90 Days
CLM55002263,45206,16823,Approved,Throughout each skin college.,45228,POL38348666,22,<30 Days
CLM86600020,44857,62457,Approved,Believe win many think drop where.,44912,POL92741100,55,<60 Days
CLM14361910,44087,7419,Approved,Cup race clear.,44145,POL64544270,58,<60 Days
CLM87735083,45392,60742,Denied,Heavy strong above position no financial my.,45442,POL69068296,50,<60 Days
CLM52617258,44816,45982,Pending,Down box do American consumer.,44872,POL50064948,56,<60 Days
CLM79093412,45049,85011,Approved,I product life hope nor pick base.,,POL97001754,0,Not Settled
CLM63680176,45600,60597,Pending,Describe if wonder hit.,45616,POL24029691,16,<30 Days
CLM26247785,45089,43582,Pending,Simple ago board.,,POL90127927,0,Not Settled
CLM25869210,44033,71834,Denied,But face tree certain she least.,,POL03891541,0,Not Settled
CLM71394467,44771,40215,Pending,Use example rule go.,44820,POL17046298,49,<60 Days
CLM51001064,44365,87724,Denied,Exist read space feeling.,44391,POL56083774,26,<30 Days
CLM28281272,44773,44746,Denied,Condition certainly involve word seem capital character I.,,POL91660793,0,Not Settled
CLM82751465,43824,74735,Approved,Space art leg letter fill budget some.,43896,POL80850995,72,<90 Days
CLM99247734,44609,35486,Pending,Serious within civil help ok positive ago.,,POL33328438,0,Not Settled
CLM95262391,45323,50597,Pending,Watch according step feeling.,,POL51049013,0,Not Settled
CLM30201467,44835,30617,Approved,Prepare kind view let simple blood hundred.,44906,POL89882153,71,<90 Days
CLM88372734,43910,30117,Approved,Standard ahead without.,43926,POL07444317,16,<30 Days
CLM39724577,45274,12570,Denied,Large sit feel house citizen view staff past.,45364,POL83784659,90,<90 Days
CLM70719657,44425,40975,Approved,Summer fund everything dark.,44435,POL60886939,10,<30 Days
CLM79672199,45139,19265,Pending,Former perhaps measure part.,45178,POL65042207,39,<60 Days
CLM77051789,45348,67348,Denied,Read outside law off leave forget soldier detail.,45365,POL21533048,17,<30 Days
CLM08860967,44665,39401,Denied,For budget environment real kitchen.,44703,POL75133618,38,<60 Days
CLM33033927,45055,32808,Denied,Soon difficult evidence finally plant book.,45143,POL09895305,88,<90 Days
CLM29222827,44778,65972,Approved,Past news various.,,POL87932414,0,Not Settled
CLM71337173,44073,4926,Pending,Trial avoid open necessary hundred deal.,44143,POL96943795,70,<90 Days
CLM17305977,43847,95210,Pending,Notice answer save policy strong some.,,POL95138693,0,Not Settled
CLM07642960,45058,33066,Approved,Fund issue customer challenge want car.,45076,POL74477795,18,<30 Days
CLM30620601,45153,31818,Denied,Begin investment sing provide foreign under fire benefit.,45225,POL83312613,72,<90 Days
CLM61151899,45136,93533,Approved,Fall half responsibility ago season form young.,45212,POL45842876,76,<90 Days
CLM58900118,44618,1403,Denied,Best seek with region morning.,,POL86711709,0,Not Settled
CLM07481153,44351,17639,Denied,Chair scene wrong event knowledge claim.,44393,POL82524320,42,<60 Days
CLM13236655,44149,45653,Approved,As each exist language.,44238,POL54969569,89,<90 Days
CLM00613907,45231,39533,Pending,Employee week cause lawyer late surface look.,45267,POL17984911,36,<60 Days
CLM30274843,45614,29903,Approved,Conference result land case commercial else major however.,,POL40441861,0,Not Settled
CLM45421826,44242,98524,Denied,Us would local practice.,,POL89907664,0,Not Settled
CLM93595486,45375,57037,Approved,Choice professor brother great.,,POL94561811,0,Not Settled
CLM95100929,45623,90003,Pending,Store yeah still reality it.,45643,POL24076840,20,<30 Days
CLM26826355,45034,95169,Denied,Fall stock on body style.,45100,POL71227580,66,<90 Days
CLM75827344,44966,78995,Denied,Friend about throw people.,44993,POL82024984,27,<30 Days
CLM01427294,44318,42386,Approved,Thought establish seek phone program region just we.,44407,POL61380833,89,<90 Days
CLM52810782,44965,55612,Denied,Health scientist particularly science matter every.,,POL57660624,0,Not Settled
CLM57930579,45142,29663,Pending,Better force best former win.,45178,POL93493038,36,<60 Days
CLM36927436,44104,10128,Denied,Number answer development almost.,44186,POL21924883,82,<90 Days
CLM52482752,44749,49088,Denied,Own involve especially say something social.,44805,POL62525398,56,<60 Days
CLM25355352,45283,54527,Approved,Investment fight last yet explain body.,45341,POL56917671,58,<60 Days
CLM35022558,45365,67818,Denied,Ready against much answer wide entire speak mission.,,POL33080881,0,Not Settled
CLM98867970,43968,93231,Approved,Into remember easy her expect.,44029,POL00790731,61,<90 Days
CLM89272806,43907,88138,Approved,Perform indeed region argue visit pattern.,43997,POL16699537,90,<90 Days
CLM53964673,44417,11381,Denied,Color ok walk report choice compare song.,44482,POL96578326,65,<90 Days
CLM57463421,44688,59386,Approved,Interesting exactly paper mission federal it just.,,POL65820287,0,Not Settled
CLM27681487,44151,6206,Pending,Expert build just through.,44168,POL72902683,17,<30 Days
CLM34715920,45167,14507,Pending,Kid side war economic ball.,,POL67789029,0,Not Settled
CLM48753918,45592,22639,Pending,House real simple improve couple structure.,,POL29239310,0,Not Settled
CLM08444144,44483,33766,Pending,Agency note fight other happy.,44534,POL88802098,51,<60 Days
CLM56565043,44362,94654,Pending,Garden media book let security week.,44446,POL87833198,84,<90 Days
CLM27639358,44817,65945,Approved,Body describe worker floor single send speak yet.,,POL77315241,0,Not Settled
CLM60607257,45203,82801,Pending,Mrs less thus.,45290,POL70586146,87,<90 Days
CLM79456231,45187,37100,Pending,Almost believe clearly door once matter.,45209,POL71629276,22,<30 Days
CLM06684095,45120,72437,Denied,Movement forget lay many board.,45169,POL35891090,49,<60 Days
CLM08574583,45053,54587,Pending,Voice catch alone yard business.,,POL57053022,0,Not Settled
CLM84404830,45041,34820,Denied,Past series cold compare later.,45094,POL11826796,53,<60 Days
CLM26029082,45171,50560,Approved,Senior cold central.,45200,POL79206629,29,<30 Days
CLM32087303,43892,24301,Pending,Human pass offer before book sister.,43948,POL30061822,56,<60 Days
CLM86364219,43901,84034,Pending,Mr same couple direction.,43911,POL94568655,10,<30 Days
CLM30433474,44555,15780,Denied,Short since indicate financial consumer myself.,44622,POL18063392,67,<90 Days
CLM64933966,45123,74181,Approved,World south only about provide.,45193,POL12315723,70,<90 Days
CLM04544493,44470,44202,Pending,Religious country admit participant civil.,,POL60672344,0,Not Settled
CLM92026937,44590,56477,Pending,Read stop staff page manager with administration.,44660,POL08617665,70,<90 Days
CLM52158038,44905,30997,Approved,More century green my politics social tonight.,44921,POL58339093,16,<30 Days
CLM32194055,45375,25629,Denied,Effect garden training staff toward those land attention.,,POL05347013,0,Not Settled
CLM38185625,44764,69798,Approved,Whatever tend artist industry bed operation general.,44845,POL97188917,81,<90 Days
CLM76024860,44413,95727,Approved,Determine late organization standard.,44490,POL11162373,77,<90 Days
CLM19139064,44256,77010,Denied,Represent position raise sign daughter respond image establish.,,POL79257166,0,Not Settled
CLM33911013,45331,16860,Denied,Mother get future information whether.,45419,POL66283142,88,<90 Days
CLM20787177,43894,13762,Pending,Quite guy six fly leave.,43914,POL60480382,20,<30 Days
CLM92208771,45586,43876,Pending,Top situation central later get.,,POL54717291,0,Not Settled
CLM97388280,44050,26684,Pending,Stay walk director street article nearly focus.,44085,POL84783513,35,<60 Days
CLM22026624,45052,87898,Denied,Another coach word international raise traditional follow.,45067,POL65042207,15,<30 Days
CLM99058787,44982,52209,Approved,Box community energy probably bit seat usually.,45005,POL46408344,23,<30 Days
CLM86855566,43869,32804,Pending,Mouth agent turn.,43923,POL14316031,54,<60 Days
CLM43309408,43837,17890,Approved,Where manage hold support case.,43876,POL81605555,39,<60 Days
CLM11501085,45260,14888,Denied,Give reason main within design color usually letter.,,POL20843719,0,Not Settled
CLM40866835,44532,42527,Approved,Peace others particular page race may both.,44570,POL32214877,38,<60 Days
CLM46244970,45503,66669,Approved,Whether bank management inside.,45547,POL53750210,44,<60 Days
CLM81982520,44458,96194,Pending,Edge forward pull nature small often mouth.,,POL81678751,0,Not Settled
CLM44355529,45396,32973,Approved,Prepare eight property skill apply few.,45416,POL81437740,20,<30 Days
CLM90319040,44911,66010,Denied,Challenge anyone marriage energy great including.,44954,POL73942123,43,<60 Days
CLM33576589,45605,56422,Denied,Develop Congress I American everybody nearly if conference.,45618,POL39701482,13,<30 Days
CLM72220402,45613,45717,Denied,Series couple hotel.,45624,POL83669063,11,<30 Days
CLM08146925,45571,9511,Approved,Career everybody dark memory phone try raise.,45658,POL45105855,87,<90 Days
CLM20889160,44401,75057,Approved,Piece drug white research.,44490,POL15272448,89,<90 Days
CLM73926681,44573,32234,Pending,Itself say herself.,,POL49350723,0,Not Settled
CLM90154639,44137,21619,Approved,Mean give partner less.,44212,POL52778521,75,<90 Days
CLM51014124,44017,66193,Denied,Interview police forget carry themselves about.,44053,POL61268918,36,<60 Days
CLM37293803,44701,82399,Pending,Term wife piece total role make a.,,POL32023528,0,Not Settled
CLM22952507,45336,37939,Pending,Happen candidate modern.,45364,POL82338857,28,<30 Days
CLM56474078,44631,54684,Approved,Cause win heavy especially be.,44671,POL74809100,40,<60 Days
CLM35118098,44696,90957,Pending,Question side big bring election.,44753,POL40774086,57,<60 Days
CLM65310894,43951,91581,Pending,Hot include order watch information.,,POL23491107,0,Not Settled
CLM75696980,45135,13891,Pending,Detail main eat fact news under.,45194,POL13079535,59,<60 Days
CLM01887360,44064,27659,Approved,True half respond face believe card.,,POL35020187,0,Not Settled
CLM56205253,45388,8771,Denied,Whether impact yet not day responsibility get.,,POL99383000,0,Not Settled
CLM97518472,45527,62156,Approved,Career pick goal.,45612,POL98348493,85,<90 Days
CLM25409166,44414,85738,Denied,Energy anyone perhaps threat value government.,44490,POL60275519,76,<90 Days
CLM62389068,44138,71721,Pending,Kind box eight type break official.,,POL28002736,0,Not Settled
CLM95530500,43991,36268,Denied,Southern more rich assume sister north medical.,44071,POL43518284,80,<90 Days
CLM55691378,44201,74899,Denied,Magazine level bed.,44265,POL55243233,64,<90 Days
CLM29072800,45283,22196,Denied,Why professional in cut let occur evening.,45360,POL65284354,77,<90 Days
CLM11736371,43993,89215,Approved,Physical first truth sport child collection family difficult.,,POL52933183,0,Not Settled
CLM34830836,44027,28738,Denied,Interesting while both another staff list.,,POL59138324,0,Not Settled
CLM43894806,44344,79454,Approved,Put form certain well.,44356,POL95326340,12,<30 Days
CLM57910770,44466,56968,Denied,Level your but pattern maybe.,,POL44866114,0,Not Settled
CLM44376675,44153,70996,Pending,At such size ball.,44212,POL42310944,59,<60 Days
CLM56314709,43955,66170,Approved,Hundred produce affect clearly meet truth.,43994,POL24247688,39,<60 Days
CLM46960088,43930,7190,Denied,Language rock certain though wrong.,,POL55036826,0,Not Settled
CLM02063461,43985,5412,Denied,Them apply letter local newspaper represent.,44034,POL85605519,49,<60 Days
CLM38375725,45035,4111,Denied,Lay maybe player.,45090,POL03884605,55,<60 Days
CLM42483495,43847,79478,Pending,Option election product direction oil tonight.,43881,POL35480649,34,<60 Days
CLM18793432,43957,70082,Approved,Goal safe fund tell their career.,,POL98054081,0,Not Settled
CLM49700968,44793,6288,Pending,Prove participant care seven task else.,44844,POL44670716,51,<60 Days
CLM55524942,43848,86350,Pending,Effort wrong term easy task one.,43892,POL08154404,44,<60 Days
CLM74112871,44700,94166,Approved,Break little say federal think building.,44752,POL59179996,52,<60 Days
CLM50499701,45489,74226,Denied,Matter big several dream nice.,45499,POL36096008,10,<30 Days
CLM49791487,44796,70855,Pending,Professor single anyone.,44864,POL63634442,68,<90 Days
CLM64696492,43851,45871,Approved,Painting education game.,,POL53248656,0,Not Settled
CLM79565375,45224,61525,Approved,Information fight well surface impact she.,,POL59802127,0,Not Settled
CLM44099151,44001,15628,Denied,Stay purpose vote source quality action ever.,44077,POL28518330,76,<90 Days
CLM14886136,44747,98731,Pending,In who interest grow guy man send.,44806,POL83865881,59,<60 Days
CLM12431195,44807,11295,Approved,Inside foot oil.,,POL58013295,0,Not Settled
CLM99320975,44272,58137,Pending,Forget surface discover place discover.,44362,POL83112617,90,<90 Days
CLM87689773,44794,70065,Denied,Determine hour act test.,,POL20281612,0,Not Settled
CLM31631074,44344,78608,Denied,Small report with cup receive.,,POL72689700,0,Not Settled
CLM06400500,45113,12773,Denied,Use where arm class.,45128,POL53973271,15,<30 Days
CLM22715699,45288,22539,Pending,Page rich it.,45341,POL28741464,53,<60 Days
CLM30762662,44200,32023,Approved,Middle save now among agree.,44271,POL12796587,71,<90 Days
CLM24786053,44435,5638,Approved,Such skin tough enter you his.,44512,POL65318927,77,<90 Days
CLM66775639,45204,15916,Approved,Near baby according central.,45215,POL77104949,11,<30 Days
CLM76974092,45085,16301,Approved,Serve should soldier sing together should some discuss.,45118,POL66737729,33,<60 Days
CLM38518485,44486,83924,Pending,Turn herself stuff meet become maybe.,44573,POL69316836,87,<90 Days
CLM62464781,44024,47011,Pending,I nation good participant skin as decision center.,44052,POL85421445,28,<30 Days
CLM22741894,45408,42779,Approved,Military cold card structure bar.,,POL73362780,0,Not Settled
CLM69543349,45079,85547,Approved,Model according teach you sometimes such history.,45131,POL83558215,52,<60 Days
CLM44163128,44273,91908,Pending,Today center pick economy through local.,,POL82263236,0,Not Settled
CLM67121030,45222,82056,Pending,Tough decision there these clearly knowledge.,45299,POL82697180,77,<90 Days
CLM68154297,45103,67437,Denied,Wonder others brother.,45190,POL19672686,87,<90 Days
CLM22162125,44116,96561,Pending,Speech one model.,,POL26217907,0,Not Settled
CLM59592448,44978,41844,Approved,For notice century series.,,POL92681233,0,Not Settled
CLM61362639,45238,59019,Approved,Ball pick wrong option outside tough realize outside.,45291,POL39150268,53,<60 Days
CLM18102936,45608,62413,Approved,Next charge field wife office.,45644,POL38779532,36,<60 Days
CLM18442550,44717,53968,Approved,Seven everyone a mission sit discuss.,44785,POL17867504,68,<90 Days
CLM38430309,44127,58206,Denied,Speak bad floor manager environment drug.,,POL58793431,0,Not Settled
CLM77303898,44879,35557,Denied,Population exactly fall teacher shake them.,44894,POL63634769,15,<30 Days
CLM66211741,45401,53488,Denied,Certain only any guess.,45454,POL18911060,53,<60 Days
CLM20691510,44169,95923,Denied,Research water get future enjoy.,44242,POL20348552,73,<90 Days
CLM89671118,44256,98800,Denied,Husband international us despite news.,,POL22240017,0,Not Settled
CLM38622434,45297,63444,Denied,Measure white face hard high.,45321,POL52707318,24,<30 Days
CLM84731360,45408,20817,Denied,Congress bank concern.,45469,POL51084784,61,<90 Days
CLM06014681,44054,89654,Approved,Development each matter tend receive program hotel.,44103,POL20036492,49,<60 Days
CLM11969219,45518,34917,Pending,Air official foreign report middle after.,45563,POL83891543,45,<60 Days
CLM81926641,44031,34799,Pending,Public old send since blood.,,POL39297512,0,Not Settled
CLM08306909,44707,80551,Approved,Democratic leave number staff event stop.,44796,POL39610160,89,<90 Days
CLM84236773,45018,61030,Pending,Think military sit few activity new.,45075,POL30499231,57,<60 Days
CLM78293047,44057,2127,Approved,Region prepare new character.,44096,POL75516899,39,<60 Days
CLM06508554,45369,6847,Denied,Station member agree building during live family media.,,POL84222350,0,Not Settled
CLM89041282,44204,29897,Denied,Fear society compare professor big into.,44247,POL12256062,43,<60 Days
CLM84811763,44461,74545,Denied,Between concern responsibility next know.,44538,POL78264122,77,<90 Days
CLM59592828,44475,27042,Pending,Sit sell amount.,44564,POL05660680,89,<90 Days
CLM78532243,44498,75458,Denied,Because policy difference see rule window effort.,44540,POL00668082,42,<60 Days
CLM38840880,43940,9223,Approved,Road citizen quality group news dark.,43983,POL30815147,43,<60 Days
CLM06025714,43985,58113,Pending,Great school president itself theory exactly law.,44004,POL11496462,19,<30 Days
CLM68378130,45044,28024,Pending,Wall yes peace economic data central group.,,POL30896226,0,Not Settled
CLM64521971,44351,15477,Pending,Thought miss production way begin even see worry.,,POL31589660,0,Not Settled
CLM87575913,44392,70856,Pending,Sing affect item station room main better.,44406,POL37348106,14,<30 Days
CLM13167551,45401,96907,Approved,Usually style power successful amount.,45441,POL98380131,40,<60 Days
CLM96346477,43889,15674,Pending,Or recognize want those character relationship skill bring.,43925,POL28794187,36,<60 Days
CLM52278242,45388,60369,Approved,Tree she stock.,45446,POL52956070,58,<60 Days
CLM47097959,44877,86100,Pending,Suggest remember soldier him star voice fly.,44916,POL12475138,39,<60 Days
CLM71346878,44351,50379,Pending,Pick matter carry guy.,44387,POL54704012,36,<60 Days
CLM38093020,43891,38421,Approved,Fight concern another likely.,43910,POL73582345,19,<30 Days
CLM34185088,45537,13314,Pending,Left structure blue people film town stay.,45582,POL75284988,45,<60 Days
CLM50488712,45639,51787,Pending,Whose right weight capital.,,POL54078734,0,Not Settled
CLM55470245,44094,84356,Approved,During memory way picture future now true.,44161,POL37533829,67,<90 Days
CLM40203701,44398,23734,Denied,Himself she treat appear professional.,44419,POL63559916,21,<30 Days
CLM18851801,44639,88435,Approved,Nation involve simply media method entire.,44709,POL32734237,70,<90 Days
CLM00279822,44084,44612,Approved,Beautiful season data use section raise.,44100,POL49763923,16,<30 Days
CLM91526513,45415,40737,Denied,This process actually age.,45492,POL67346720,77,<90 Days
CLM31314377,45570,30437,Approved,Prevent expect area behavior marriage.,45626,POL04830457,56,<60 Days
CLM98021991,44503,95479,Approved,Specific test model late.,44548,POL12961927,45,<60 Days
CLM76039101,44115,70193,Pending,Return individual especially.,44160,POL66239036,45,<60 Days
CLM06534650,44381,49034,Approved,About sing prepare continue church head capital.,44458,POL83057308,77,<90 Days
CLM33570420,44345,37681,Approved,Discussion I within meet amount century.,44414,POL33527199,69,<90 Days
CLM60754682,45477,71184,Denied,Seek shoulder use move.,,POL31865352,0,Not Settled
CLM69302213,45393,44642,Pending,Experience guess feeling economy simply forward.,,POL27343652,0,Not Settled
CLM20187636,44536,14616,Pending,Rather significant order teach lot central form.,,POL03123237,0,Not Settled
CLM05157992,45488,79499,Pending,Marriage stage however big.,45560,POL82251135,72,<90 Days
CLM06239976,44014,24246,Pending,Nearly model bad different hundred.,44033,POL81985235,19,<30 Days
CLM87556544,44148,31097,Denied,Serve since recently from development.,,POL77410789,0,Not Settled
CLM05139468,44551,51594,Approved,Morning base voice four always prove book.,44636,POL96802208,85,<90 Days
CLM94613045,45015,25917,Pending,Feeling machine role.,,POL73536906,0,Not Settled
CLM70357889,44317,47886,Denied,Response tough your several appear society speak since.,44355,POL89665327,38,<60 Days
CLM94400597,45183,21012,Approved,Good student everyone director whose begin paper.,45264,POL51196030,81,<90 Days
CLM78450145,44577,95165,Approved,Activity serve treatment its.,44602,POL07540260,25,<30 Days
CLM39849331,44787,22915,Denied,Ten listen home provide choose.,44807,POL53973271,20,<30 Days
CLM30451667,44040,12878,Denied,Far data method analysis far beautiful evidence customer.,44086,POL80850995,46,<60 Days
CLM64151327,44763,81877,Approved,Green my sense race add mention.,44804,POL12087237,41,<60 Days
CLM12001166,44413,84572,Approved,Quickly talk two Democrat.,,POL36347723,0,Not Settled
CLM46498356,45495,5104,Denied,Office owner keep as mean town give.,,POL00574978,0,Not Settled
CLM36156175,45485,42749,Approved,Across parent young.,,POL69652935,0,Not Settled
CLM78610675,44916,34711,Approved,Discussion politics less push activity agreement plan.,44930,POL05208106,14,<30 Days
CLM99090932,45058,80676,Denied,Even authority should report space quality safe.,45142,POL06543318,84,<90 Days
CLM83732674,44200,15983,Denied,Statement dream guy public.,,POL91441410,0,Not Settled
CLM61326988,44622,59723,Pending,Finish watch sign hold base of glass.,44646,POL90911648,24,<30 Days
CLM37716376,44708,34403,Denied,Scene work step be sense story voice attention.,44788,POL50904690,80,<90 Days
CLM93037025,44165,78417,Pending,Current issue through white my benefit heavy miss.,44224,POL71218396,59,<60 Days
CLM94790032,45370,75845,Pending,Political process write.,,POL98213594,0,Not Settled
CLM39515179,44500,6360,Approved,Mouth guy much.,44564,POL11423275,64,<90 Days
CLM48491208,45431,34836,Denied,Across Mr white or ever care actually country.,,POL75362203,0,Not Settled
CLM93253457,44574,46224,Approved,Should now oil character.,44663,POL37350059,89,<90 Days
CLM86954891,44066,76884,Denied,Home us physical education include.,44085,POL65525755,19,<30 Days
CLM31532940,44365,33965,Pending,Rule join although even so because beat quickly.,44436,POL12291756,71,<90 Days
CLM48768953,45296,65586,Denied,Ability treatment standard area history.,45368,POL45925285,72,<90 Days
CLM77932590,45345,72954,Approved,Buy seem career force friend effect star.,45370,POL72582020,25,<30 Days
CLM91252581,43860,9407,Approved,Reality throughout example beyond.,43881,POL56855277,21,<30 Days
CLM29338664,44297,82336,Denied,Hear like style now chair class even.,44352,POL74240303,55,<60 Days
CLM96557578,45161,25286,Approved,Car find threat final expect.,45236,POL95434233,75,<90 Days
CLM29725028,45423,41052,Pending,Report training financial international forward candidate my.,,POL19433237,0,Not Settled
CLM49279203,45635,60636,Pending,Green say small end himself sell loss.,,POL80184579,0,Not Settled
CLM55815752,45192,97055,Pending,Marriage camera stop manage increase usually night.,45261,POL42310944,69,<90 Days
CLM30567520,45272,82129,Denied,Policy baby inside.,45316,POL42743605,44,<60 Days
CLM69977996,43899,73414,Pending,Late those every writer drive usually nothing.,43968,POL49287251,69,<90 Days
CLM01783450,44210,46148,Denied,Kitchen eight democratic card relationship list including.,44277,POL22939272,67,<90 Days
CLM06867931,45341,37819,Pending,Wear drug family director.,,POL41920122,0,Not Settled
CLM36838130,44088,7617,Pending,Room current white heavy.,44144,POL76937321,56,<60 Days
