Agent ID,Renewal Status,Policy Discounts,Risk Score,Policy ID,Discount Buckets,Risk Score Buckets
AGT91775349,Pending,4,13,POL80552860,<20%,Low Risk(<=25)
AGT88732885,Renewed,30,21,POL59968630,<40%,Low Risk(<=25)
AGT41624751,Pending,41,30,POL88583388,>40%,Medium Risk(<=50)
AGT92235965,Pending,44,30,POL59915049,>40%,Medium Risk(<=50)
AGT31686543,Renewed,32,70,POL17484037,<40%,High Risk(<=75)
AGT21785096,Not Renewed,47,82,POL84705908,>40%,Very High Risk(75+)
AGT33716201,Not Renewed,39,32,POL89513880,<40%,Medium Risk(<=50)
AGT17326060,Not Renewed,13,60,POL97001754,<20%,High Risk(<=75)
AGT33379842,Renewed,21,7,POL51514265,<40%,Low Risk(<=25)
AGT95605472,Not Renewed,0,10,POL66621880,No Discount,Low Risk(<=25)
AGT97314805,Pending,43,47,POL21697182,>40%,Medium Risk(<=50)
AGT03529932,Not Renewed,16,94,POL21259654,<20%,Very High Risk(75+)
AGT37287894,Pending,3,6,POL08580196,<20%,Low Risk(<=25)
AGT03550364,Renewed,35,28,POL63731012,<40%,Medium Risk(<=50)
AGT02262547,Not Renewed,48,28,POL78271323,>40%,Medium Risk(<=50)
AGT88114193,Pending,25,62,POL48926274,<40%,High Risk(<=75)
AGT02361245,Renewed,44,84,POL99664598,>40%,Very High Risk(75+)
AGT90960138,Not Renewed,14,48,POL20384996,<20%,Medium Risk(<=50)
AGT41682329,Not Renewed,42,67,POL54693555,>40%,High Risk(<=75)
AGT22569115,Renewed,20,24,POL70838123,<20%,Low Risk(<=25)
AGT60391195,Pending,16,4,POL68176363,<20%,Low Risk(<=25)
AGT09529307,Pending,42,31,POL95217332,>40%,Medium Risk(<=50)
AGT96664995,Not Renewed,12,86,POL34252252,<20%,Very High Risk(75+)
AGT24486850,Not Renewed,15,44,POL37389130,<20%,Medium Risk(<=50)
AGT10780986,Pending,40,98,POL07659221,<40%,Very High Risk(75+)
AGT05958678,Pending,26,82,POL09607318,<40%,Very High Risk(75+)
AGT61303725,Not Renewed,44,50,POL70067654,>40%,Medium Risk(<=50)
AGT40340103,Pending,5,9,POL16952291,<20%,Low Risk(<=25)
AGT95083922,Pending,33,76,POL17608599,<40%,Very High Risk(75+)
AGT60347583,Renewed,11,98,POL32615380,<20%,Very High Risk(75+)
AGT16616199,Renewed,36,92,POL55902077,<40%,Very High Risk(75+)
AGT86515849,Pending,19,1,POL43919084,<20%,Low Risk(<=25)
AGT15219497,Pending,12,86,POL13714686,<20%,Very High Risk(75+)
AGT51025245,Not Renewed,43,13,POL24379753,>40%,Low Risk(<=25)
AGT74561168,Not Renewed,40,52,POL37273057,<40%,High Risk(<=75)
AGT09458153,Renewed,48,60,POL93648130,>40%,High Risk(<=75)
AGT99319134,Renewed,26,25,POL55835566,<40%,Low Risk(<=25)
AGT43994510,Renewed,47,90,POL92681233,>40%,Very High Risk(75+)
AGT09515236,Renewed,2,42,POL93664406,<20%,Medium Risk(<=50)
AGT39432830,Not Renewed,12,100,POL41653230,<20%,Very High Risk(75+)
AGT10963377,Renewed,3,78,POL21555765,<20%,Very High Risk(75+)
AGT11840076,Renewed,50,58,POL95423471,>40%,High Risk(<=75)
AGT64157525,Pending,28,83,POL11213350,<40%,Very High Risk(75+)
AGT52696939,Renewed,37,55,POL96199552,<40%,High Risk(<=75)
AGT56005486,Not Renewed,5,99,POL87403086,<20%,Very High Risk(75+)
AGT11573712,Renewed,30,87,POL89758388,<40%,Very High Risk(75+)
AGT23025300,Renewed,42,1,POL85601999,>40%,Low Risk(<=25)
AGT50641947,Renewed,43,24,POL50872071,>40%,Low Risk(<=25)
AGT34553286,Renewed,5,63,POL23271527,<20%,High Risk(<=75)
AGT73903716,Not Renewed,32,73,POL75284988,<40%,High Risk(<=75)
AGT12377728,Pending,17,97,POL51039104,<20%,Very High Risk(75+)
AGT70367372,Not Renewed,39,15,POL15247636,<40%,Low Risk(<=25)
AGT88260581,Not Renewed,38,93,POL12056494,<40%,Very High Risk(75+)
AGT95505249,Pending,24,99,POL21096529,<40%,Very High Risk(75+)
AGT50943026,Renewed,45,62,POL29704529,>40%,High Risk(<=75)
AGT93593494,Renewed,49,5,POL22522651,>40%,Low Risk(<=25)
AGT90078503,Renewed,44,71,POL40155736,>40%,High Risk(<=75)
AGT00652387,Not Renewed,10,12,POL29470118,<20%,Low Risk(<=25)
AGT42573034,Renewed,23,38,POL87445905,<40%,Medium Risk(<=50)
AGT74040468,Pending,11,30,POL02926047,<20%,Medium Risk(<=50)
AGT44597561,Not Renewed,13,18,POL65656910,<20%,Low Risk(<=25)
AGT92217466,Renewed,3,99,POL71504244,<20%,Very High Risk(75+)
AGT03539544,Renewed,49,66,POL27988636,>40%,High Risk(<=75)
AGT45077191,Not Renewed,19,96,POL40320596,<20%,Very High Risk(75+)
AGT36770106,Pending,18,71,POL07215641,<20%,High Risk(<=75)
AGT59588328,Pending,31,15,POL47838215,<40%,Low Risk(<=25)
AGT42297949,Pending,21,74,POL10731593,<40%,High Risk(<=75)
AGT40756421,Renewed,23,2,POL92218615,<40%,Low Risk(<=25)
AGT48289546,Renewed,48,80,POL37666205,>40%,Very High Risk(75+)
AGT40479689,Not Renewed,45,62,POL69427919,>40%,High Risk(<=75)
AGT98548134,Pending,28,18,POL29993228,<40%,Low Risk(<=25)
AGT00623750,Pending,46,97,POL65599191,>40%,Very High Risk(75+)
AGT93991863,Renewed,49,22,POL77181254,>40%,Low Risk(<=25)
AGT42981765,Renewed,44,50,POL86063737,>40%,Medium Risk(<=50)
AGT55545318,Not Renewed,14,51,POL32797362,<20%,High Risk(<=75)
AGT55751964,Pending,37,79,POL55669531,<40%,Very High Risk(75+)
AGT84069946,Not Renewed,43,33,POL46471813,>40%,Medium Risk(<=50)
AGT29845520,Renewed,10,2,POL88939941,<20%,Low Risk(<=25)
AGT59147879,Renewed,49,28,POL64074481,>40%,Medium Risk(<=50)
AGT39964352,Renewed,48,55,POL21075384,>40%,High Risk(<=75)
AGT98588610,Not Renewed,12,31,POL08139860,<20%,Medium Risk(<=50)
AGT97219225,Renewed,39,64,POL55647153,<40%,High Risk(<=75)
AGT13532913,Pending,28,25,POL28972573,<40%,Low Risk(<=25)
AGT51942151,Pending,12,98,POL10536970,<20%,Very High Risk(75+)
AGT69565975,Not Renewed,42,27,POL81591533,>40%,Medium Risk(<=50)
AGT56173374,Pending,16,48,POL02394133,<20%,Medium Risk(<=50)
AGT16286294,Not Renewed,3,80,POL19065185,<20%,Very High Risk(75+)
AGT69133528,Renewed,7,65,POL00505647,<20%,High Risk(<=75)
AGT10728438,Pending,2,20,POL77615457,<20%,Low Risk(<=25)
AGT76262929,Renewed,30,3,POL74071022,<40%,Low Risk(<=25)
AGT06992279,Renewed,25,68,POL41379408,<40%,High Risk(<=75)
AGT74293002,Not Renewed,4,52,POL12475138,<20%,High Risk(<=75)
AGT99625729,Renewed,40,62,POL74496346,<40%,High Risk(<=75)
AGT69616013,Pending,2,49,POL04837231,<20%,Medium Risk(<=50)
AGT15200165,Renewed,12,6,POL05660651,<20%,Low Risk(<=25)
AGT77866261,Not Renewed,35,65,POL89719894,<40%,High Risk(<=75)
AGT26221449,Renewed,8,35,POL96170199,<20%,Medium Risk(<=50)
AGT98838305,Renewed,24,85,POL41060251,<40%,Very High Risk(75+)
AGT23344170,Not Renewed,34,31,POL18868459,<40%,Medium Risk(<=50)
AGT88948030,Not Renewed,32,42,POL32621380,<40%,Medium Risk(<=50)
AGT27751108,Not Renewed,39,25,POL40612562,<40%,Low Risk(<=25)
AGT38615209,Not Renewed,34,77,POL08724015,<40%,Very High Risk(75+)
AGT33658631,Renewed,37,15,POL50628119,<40%,Low Risk(<=25)
AGT14439400,Renewed,44,97,POL14320642,>40%,Very High Risk(75+)
AGT16171276,Renewed,11,68,POL76419582,<20%,High Risk(<=75)
AGT97696310,Not Renewed,33,10,POL41060024,<40%,Low Risk(<=25)
AGT82948644,Renewed,11,28,POL26018976,<20%,Medium Risk(<=50)
AGT98202723,Not Renewed,5,11,POL64571358,<20%,Low Risk(<=25)
AGT54364363,Renewed,32,98,POL48601537,<40%,Very High Risk(75+)
AGT99813352,Pending,27,19,POL42310944,<40%,Low Risk(<=25)
AGT95015644,Pending,49,61,POL69162371,>40%,High Risk(<=75)
AGT14829213,Renewed,42,20,POL01286767,>40%,Low Risk(<=25)
AGT17058955,Renewed,24,35,POL64810571,<40%,Medium Risk(<=50)
AGT34561941,Renewed,4,1,POL89122177,<20%,Low Risk(<=25)
AGT97763161,Renewed,5,30,POL79694527,<20%,Medium Risk(<=50)
AGT03024497,Renewed,30,65,POL69697487,<40%,High Risk(<=75)
AGT86962471,Pending,4,51,POL03258103,<20%,High Risk(<=75)
AGT32223804,Pending,30,7,POL60442059,<40%,Low Risk(<=25)
AGT69563556,Pending,47,42,POL42381985,>40%,Medium Risk(<=50)
AGT88853601,Renewed,20,74,POL18573494,<20%,High Risk(<=75)
AGT84930544,Not Renewed,3,20,POL26556756,<20%,Low Risk(<=25)
AGT79182956,Not Renewed,46,82,POL41122818,>40%,Very High Risk(75+)
AGT37027754,Not Renewed,33,54,POL51196030,<40%,High Risk(<=75)
AGT58255298,Not Renewed,40,95,POL22971583,<40%,Very High Risk(75+)
AGT13987561,Renewed,15,60,POL83860935,<20%,High Risk(<=75)
AGT22307952,Not Renewed,39,9,POL50249567,<40%,Low Risk(<=25)
AGT81892637,Renewed,40,56,POL14375440,<40%,High Risk(<=75)
AGT88579352,Not Renewed,49,41,POL30790566,>40%,Medium Risk(<=50)
AGT04681471,Renewed,37,63,POL29207851,<40%,High Risk(<=75)
AGT27145927,Not Renewed,29,2,POL06264444,<40%,Low Risk(<=25)
AGT72019617,Not Renewed,49,86,POL40546562,>40%,Very High Risk(75+)
AGT46738422,Renewed,28,94,POL54888103,<40%,Very High Risk(75+)
AGT03505997,Not Renewed,35,60,POL10270922,<40%,High Risk(<=75)
AGT15941943,Not Renewed,10,47,POL00988998,<20%,Medium Risk(<=50)
AGT67835446,Not Renewed,42,92,POL38068729,>40%,Very High Risk(75+)
AGT47138586,Pending,4,34,POL59133003,<20%,Medium Risk(<=50)
AGT22736575,Pending,27,75,POL75460780,<40%,High Risk(<=75)
AGT05930239,Renewed,15,71,POL27371029,<20%,High Risk(<=75)
AGT86206467,Renewed,32,20,POL23926738,<40%,Low Risk(<=25)
AGT68461915,Pending,15,82,POL70529223,<20%,Very High Risk(75+)
AGT83095565,Not Renewed,3,33,POL37551406,<20%,Medium Risk(<=50)
AGT05443461,Renewed,47,84,POL32023528,>40%,Very High Risk(75+)
AGT19480227,Pending,26,74,POL72160621,<40%,High Risk(<=75)
AGT12091525,Pending,7,50,POL06742969,<20%,Medium Risk(<=50)
AGT25854131,Renewed,23,62,POL96459344,<40%,High Risk(<=75)
AGT76167924,Not Renewed,29,14,POL39463277,<40%,Low Risk(<=25)
AGT15559919,Not Renewed,19,14,POL94843890,<20%,Low Risk(<=25)
AGT87580357,Pending,50,58,POL68032532,>40%,High Risk(<=75)
AGT04369785,Not Renewed,41,43,POL32652128,>40%,Medium Risk(<=50)
AGT84665111,Pending,50,46,POL96157939,>40%,Medium Risk(<=50)
AGT88828795,Not Renewed,5,1,POL44693402,<20%,Low Risk(<=25)
AGT00195621,Pending,19,55,POL00574978,<20%,High Risk(<=75)
AGT00900445,Not Renewed,0,43,POL81088577,No Discount,Medium Risk(<=50)
AGT16144117,Pending,21,90,POL87905050,<40%,Very High Risk(75+)
AGT53472540,Not Renewed,15,95,POL31410779,<20%,Very High Risk(75+)
AGT59582264,Renewed,4,96,POL68966328,<20%,Very High Risk(75+)
AGT01391548,Pending,45,90,POL94833136,>40%,Very High Risk(75+)
AGT66406073,Renewed,2,15,POL89072031,<20%,Low Risk(<=25)
AGT85645743,Not Renewed,42,95,POL27953445,>40%,Very High Risk(75+)
AGT27568603,Pending,39,59,POL55696704,<40%,High Risk(<=75)
AGT00615369,Pending,27,26,POL65580473,<40%,Medium Risk(<=50)
AGT54025424,Renewed,13,84,POL94995920,<20%,Very High Risk(75+)
AGT04892962,Not Renewed,44,23,POL61860863,>40%,Low Risk(<=25)
AGT76409795,Not Renewed,32,90,POL76497051,<40%,Very High Risk(75+)
AGT38503130,Not Renewed,13,37,POL43899916,<20%,Medium Risk(<=50)
AGT71464436,Not Renewed,0,67,POL07269775,No Discount,High Risk(<=75)
AGT45682596,Not Renewed,50,72,POL28055319,>40%,High Risk(<=75)
AGT87648672,Pending,34,29,POL88351498,<40%,Medium Risk(<=50)
AGT17681629,Pending,38,8,POL06589548,<40%,Low Risk(<=25)
AGT02142510,Renewed,10,96,POL62975381,<20%,Very High Risk(75+)
AGT31652849,Renewed,6,45,POL50109489,<20%,Medium Risk(<=50)
AGT56250166,Renewed,23,55,POL25608418,<40%,High Risk(<=75)
AGT31869423,Renewed,26,72,POL99316807,<40%,High Risk(<=75)
AGT92373562,Renewed,22,57,POL92010461,<40%,High Risk(<=75)
AGT71602352,Pending,12,37,POL50049784,<20%,Medium Risk(<=50)
AGT12532908,Pending,45,5,POL33870558,>40%,Low Risk(<=25)
AGT11760013,Renewed,18,67,POL43491977,<20%,High Risk(<=75)
AGT27774618,Pending,44,60,POL04292509,>40%,High Risk(<=75)
AGT80450529,Pending,1,51,POL46854122,<20%,High Risk(<=75)
AGT93060680,Pending,36,27,POL72720820,<40%,Medium Risk(<=50)
AGT69258831,Not Renewed,3,80,POL35635488,<20%,Very High Risk(75+)
AGT79442434,Pending,31,72,POL07837542,<40%,High Risk(<=75)
AGT92826777,Renewed,27,69,POL36469659,<40%,High Risk(<=75)
AGT77173574,Renewed,8,70,POL34373487,<20%,High Risk(<=75)
AGT07210536,Not Renewed,20,17,POL68508137,<20%,Low Risk(<=25)
AGT77634289,Pending,37,84,POL02435283,<40%,Very High Risk(75+)
AGT13962658,Not Renewed,47,55,POL90026069,>40%,High Risk(<=75)
AGT30744195,Pending,19,96,POL73247469,<20%,Very High Risk(75+)
AGT88140992,Renewed,9,72,POL12707693,<20%,High Risk(<=75)
AGT72317886,Renewed,20,26,POL31865352,<20%,Medium Risk(<=50)
AGT41282312,Renewed,2,34,POL43817285,<20%,Medium Risk(<=50)
AGT30488588,Renewed,49,13,POL31617311,>40%,Low Risk(<=25)
AGT60855997,Renewed,11,56,POL58266398,<20%,High Risk(<=75)
AGT59089359,Pending,5,56,POL94555399,<20%,High Risk(<=75)
AGT66703675,Not Renewed,33,14,POL65809589,<40%,Low Risk(<=25)
AGT46597184,Pending,44,36,POL09199923,>40%,Medium Risk(<=50)
AGT00003298,Not Renewed,24,71,POL18831547,<40%,High Risk(<=75)
AGT65390322,Not Renewed,6,97,POL51866369,<20%,Very High Risk(75+)
AGT79303755,Not Renewed,9,66,POL08325136,<20%,High Risk(<=75)
AGT85094742,Renewed,14,87,POL66239036,<20%,Very High Risk(75+)
AGT52585127,Renewed,14,29,POL76924114,<20%,Medium Risk(<=50)
AGT27371721,Not Renewed,40,21,POL28023746,<40%,Low Risk(<=25)
AGT66430440,Pending,16,53,POL97255988,<20%,High Risk(<=75)
AGT46245679,Pending,48,14,POL52716316,>40%,Low Risk(<=25)
AGT05520638,Renewed,2,89,POL35246702,<20%,Very High Risk(75+)
AGT06492320,Pending,4,39,POL83014329,<20%,Medium Risk(<=50)
AGT30079164,Not Renewed,9,64,POL43969785,<20%,High Risk(<=75)
AGT69498005,Pending,29,8,POL80109772,<40%,Low Risk(<=25)
AGT76007877,Renewed,8,44,POL51034988,<20%,Medium Risk(<=50)
AGT30032184,Not Renewed,28,11,POL33977553,<40%,Low Risk(<=25)
AGT01402262,Pending,35,44,POL32232315,<40%,Medium Risk(<=50)
AGT38241324,Renewed,31,44,POL88297465,<40%,Medium Risk(<=50)
AGT99970864,Renewed,30,50,POL65886871,<40%,Medium Risk(<=50)
AGT95533645,Pending,33,92,POL29130191,<40%,Very High Risk(75+)
AGT12626190,Not Renewed,10,62,POL32660341,<20%,High Risk(<=75)
AGT73151407,Not Renewed,47,78,POL62023748,>40%,Very High Risk(75+)
AGT51769763,Pending,9,89,POL78823556,<20%,Very High Risk(75+)
AGT43689014,Renewed,48,4,POL55433362,>40%,Low Risk(<=25)
AGT72997208,Pending,1,46,POL55190286,<20%,Medium Risk(<=50)
AGT08175954,Pending,20,38,POL44326317,<20%,Medium Risk(<=50)
AGT27380971,Renewed,13,31,POL79056359,<20%,Medium Risk(<=50)
AGT22685441,Not Renewed,29,5,POL92452713,<40%,Low Risk(<=25)
AGT62629870,Renewed,48,99,POL20995178,>40%,Very High Risk(75+)
AGT54222009,Not Renewed,16,95,POL64918904,<20%,Very High Risk(75+)
AGT47736672,Pending,17,21,POL32870839,<20%,Low Risk(<=25)
AGT55004267,Not Renewed,35,63,POL69068296,<40%,High Risk(<=75)
AGT73491876,Renewed,16,99,POL02135701,<20%,Very High Risk(75+)
AGT72375315,Renewed,6,41,POL99383000,<20%,Medium Risk(<=50)
AGT84990958,Pending,1,20,POL81927332,<20%,Low Risk(<=25)
AGT46756656,Not Renewed,19,58,POL81678751,<20%,High Risk(<=75)
AGT61101687,Not Renewed,42,24,POL54732626,>40%,Low Risk(<=25)
AGT07083868,Pending,48,29,POL63222732,>40%,Medium Risk(<=50)
AGT97747333,Renewed,20,54,POL87674982,<20%,High Risk(<=75)
AGT11883876,Renewed,42,8,POL02376824,>40%,Low Risk(<=25)
AGT69925939,Not Renewed,16,94,POL90422168,<20%,Very High Risk(75+)
AGT72237364,Renewed,17,23,POL90242414,<20%,Low Risk(<=25)
AGT97882436,Pending,48,44,POL16838069,>40%,Medium Risk(<=50)
AGT38741728,Not Renewed,44,39,POL96011634,>40%,Medium Risk(<=50)
AGT11878193,Not Renewed,9,37,POL68446271,<20%,Medium Risk(<=50)
AGT03161643,Renewed,24,61,POL03389075,<40%,High Risk(<=75)
AGT34232602,Renewed,4,18,POL27980219,<20%,Low Risk(<=25)
AGT89816035,Not Renewed,35,71,POL32547162,<40%,High Risk(<=75)
AGT40501337,Renewed,33,57,POL05625856,<40%,High Risk(<=75)
AGT13739011,Not Renewed,22,21,POL66769688,<40%,Low Risk(<=25)
AGT86758480,Not Renewed,7,1,POL04791479,<20%,Low Risk(<=25)
AGT74943599,Renewed,24,84,POL73394070,<40%,Very High Risk(75+)
AGT95364380,Not Renewed,0,37,POL03688805,No Discount,Medium Risk(<=50)
AGT20292935,Pending,45,35,POL45324469,>40%,Medium Risk(<=50)
AGT08923567,Renewed,26,21,POL61430954,<40%,Low Risk(<=25)
AGT26555591,Pending,22,18,POL83051800,<40%,Low Risk(<=25)
AGT66971892,Not Renewed,21,42,POL55660947,<40%,Medium Risk(<=50)
AGT40497648,Pending,46,53,POL03500501,>40%,High Risk(<=75)
AGT94482498,Renewed,28,60,POL96527583,<40%,High Risk(<=75)
AGT37213701,Renewed,6,99,POL53072470,<20%,Very High Risk(75+)
AGT62507987,Pending,18,13,POL83180602,<20%,Low Risk(<=25)
AGT60238438,Pending,43,94,POL98697477,>40%,Very High Risk(75+)
AGT20764077,Not Renewed,0,13,POL08242305,No Discount,Low Risk(<=25)
AGT96296236,Renewed,47,23,POL04929943,>40%,Low Risk(<=25)
AGT41912334,Pending,21,88,POL20158897,<40%,Very High Risk(75+)
AGT04112463,Pending,28,28,POL35206157,<40%,Medium Risk(<=50)
AGT91779921,Pending,26,68,POL12389694,<40%,High Risk(<=75)
AGT72510529,Not Renewed,9,35,POL22879421,<20%,Medium Risk(<=50)
AGT70749147,Pending,36,34,POL13079535,<40%,Medium Risk(<=50)
AGT32388350,Pending,29,85,POL88358873,<40%,Very High Risk(75+)
AGT90963317,Renewed,40,81,POL84960859,<40%,Very High Risk(75+)
AGT61874125,Pending,0,36,POL20769779,No Discount,Medium Risk(<=50)
AGT98068227,Not Renewed,28,63,POL71198375,<40%,High Risk(<=75)
AGT62470289,Pending,9,49,POL26355059,<20%,Medium Risk(<=50)
AGT29471451,Renewed,18,60,POL51258624,<20%,High Risk(<=75)
AGT22551056,Not Renewed,2,38,POL67611471,<20%,Medium Risk(<=50)
AGT65968945,Pending,37,33,POL87122586,<40%,Medium Risk(<=50)
AGT70132967,Renewed,3,99,POL88929117,<20%,Very High Risk(75+)
AGT94830688,Renewed,42,59,POL86890782,>40%,High Risk(<=75)
AGT13344905,Renewed,28,68,POL25662324,<40%,High Risk(<=75)
AGT41091244,Pending,10,92,POL78735988,<20%,Very High Risk(75+)
AGT37963681,Not Renewed,46,27,POL35313589,>40%,Medium Risk(<=50)
AGT67184405,Not Renewed,46,96,POL87523514,>40%,Very High Risk(75+)
AGT83565783,Pending,32,59,POL05159511,<40%,High Risk(<=75)
AGT00602764,Not Renewed,37,33,POL94744561,<40%,Medium Risk(<=50)
AGT40395700,Not Renewed,11,10,POL62805195,<20%,Low Risk(<=25)
AGT34466724,Not Renewed,4,32,POL92268094,<20%,Medium Risk(<=50)
AGT00737075,Pending,15,95,POL32398329,<20%,Very High Risk(75+)
AGT47730219,Not Renewed,1,52,POL38398875,<20%,High Risk(<=75)
AGT70718506,Not Renewed,21,54,POL13591287,<40%,High Risk(<=75)
AGT86813500,Renewed,8,67,POL38734487,<20%,High Risk(<=75)
AGT91526876,Pending,18,44,POL12885536,<20%,Medium Risk(<=50)
AGT06787341,Renewed,23,60,POL05706478,<40%,High Risk(<=75)
AGT86052504,Renewed,6,83,POL74477795,<20%,Very High Risk(75+)
AGT24032538,Renewed,17,47,POL01538534,<20%,Medium Risk(<=50)
AGT73179312,Not Renewed,17,9,POL47766482,<20%,Low Risk(<=25)
AGT71295835,Renewed,30,60,POL52508066,<40%,High Risk(<=75)
AGT30715363,Renewed,19,69,POL50064948,<20%,High Risk(<=75)
AGT40986483,Pending,15,72,POL64331306,<20%,High Risk(<=75)
AGT89724743,Not Renewed,2,98,POL87933513,<20%,Very High Risk(75+)
AGT81507245,Pending,6,75,POL26384700,<20%,High Risk(<=75)
AGT50734396,Not Renewed,26,29,POL92024159,<40%,Medium Risk(<=50)
AGT81512530,Not Renewed,24,7,POL09869400,<40%,Low Risk(<=25)
AGT87394247,Pending,12,73,POL79617161,<20%,High Risk(<=75)
AGT54372542,Not Renewed,11,9,POL57718786,<20%,Low Risk(<=25)
AGT27477126,Renewed,47,3,POL87258705,>40%,Low Risk(<=25)
AGT77520533,Renewed,14,34,POL88392723,<20%,Medium Risk(<=50)
AGT35815082,Renewed,16,42,POL29239310,<20%,Medium Risk(<=50)
AGT60511556,Pending,14,91,POL93108727,<20%,Very High Risk(75+)
AGT21544281,Renewed,2,41,POL98453237,<20%,Medium Risk(<=50)
AGT74901931,Not Renewed,13,60,POL77268137,<20%,High Risk(<=75)
AGT06147553,Not Renewed,20,9,POL10292870,<20%,Low Risk(<=25)
AGT54660984,Pending,30,98,POL12826359,<40%,Very High Risk(75+)
AGT47331302,Pending,48,2,POL20325916,>40%,Low Risk(<=25)
AGT21597804,Not Renewed,10,3,POL73952203,<20%,Low Risk(<=25)
AGT10321048,Not Renewed,17,17,POL48606584,<20%,Low Risk(<=25)
AGT04826188,Renewed,3,22,POL53051476,<20%,Low Risk(<=25)
AGT88552113,Renewed,36,100,POL86921629,<40%,Very High Risk(75+)
AGT59464558,Renewed,46,63,POL76080858,>40%,High Risk(<=75)
AGT58732933,Renewed,7,43,POL14019439,<20%,Medium Risk(<=50)
AGT57885936,Renewed,32,17,POL30688000,<40%,Low Risk(<=25)
AGT46463956,Pending,29,33,POL63085771,<40%,Medium Risk(<=50)
AGT58378101,Renewed,8,76,POL91208117,<20%,Very High Risk(75+)
AGT95251958,Pending,33,43,POL77974715,<40%,Medium Risk(<=50)
AGT66603712,Pending,41,81,POL74225904,>40%,Very High Risk(75+)
AGT09336743,Not Renewed,26,3,POL50294961,<40%,Low Risk(<=25)
AGT91508577,Pending,50,21,POL12558722,>40%,Low Risk(<=25)
AGT42195198,Not Renewed,20,22,POL24029691,<20%,Low Risk(<=25)
AGT96387756,Not Renewed,50,93,POL45060689,>40%,Very High Risk(75+)
AGT91026202,Renewed,46,9,POL44856684,>40%,Low Risk(<=25)
AGT28550877,Renewed,9,73,POL43615324,<20%,High Risk(<=75)
AGT18338674,Renewed,14,24,POL10208981,<20%,Low Risk(<=25)
AGT04366917,Renewed,1,21,POL00380860,<20%,Low Risk(<=25)
AGT67446533,Not Renewed,4,53,POL37533829,<20%,High Risk(<=75)
AGT69399540,Renewed,2,94,POL09975061,<20%,Very High Risk(75+)
AGT41909369,Pending,44,84,POL75133618,>40%,Very High Risk(75+)
AGT20011845,Not Renewed,26,15,POL11470668,<40%,Low Risk(<=25)
AGT59156596,Pending,16,53,POL98975002,<20%,High Risk(<=75)
AGT14510456,Not Renewed,16,31,POL08392852,<20%,Medium Risk(<=50)
AGT75039905,Not Renewed,14,25,POL09390236,<20%,Low Risk(<=25)
AGT94127466,Pending,27,68,POL12087237,<40%,High Risk(<=75)
AGT59926603,Renewed,32,45,POL16045417,<40%,Medium Risk(<=50)
AGT08756029,Pending,31,46,POL43090957,<40%,Medium Risk(<=50)
AGT74327826,Pending,22,90,POL76509626,<40%,Very High Risk(75+)
AGT46027126,Pending,6,14,POL56816582,<20%,Low Risk(<=25)
AGT96266695,Pending,48,30,POL06918749,>40%,Medium Risk(<=50)
AGT43733906,Pending,18,37,POL40620647,<20%,Medium Risk(<=50)
AGT50946500,Renewed,42,31,POL82003427,>40%,Medium Risk(<=50)
AGT24073449,Pending,20,86,POL02103764,<20%,Very High Risk(75+)
AGT22354139,Not Renewed,28,100,POL73302460,<40%,Very High Risk(75+)
AGT24845974,Pending,29,73,POL36259700,<40%,High Risk(<=75)
AGT81983266,Not Renewed,15,87,POL61913458,<20%,Very High Risk(75+)
AGT15560664,Renewed,13,83,POL80932118,<20%,Very High Risk(75+)
AGT42600032,Pending,0,41,POL12700129,No Discount,Medium Risk(<=50)
AGT82523171,Not Renewed,38,87,POL18021070,<40%,Very High Risk(75+)
AGT92184002,Pending,49,84,POL02405593,>40%,Very High Risk(75+)
AGT65829451,Not Renewed,33,34,POL15567639,<40%,Medium Risk(<=50)
AGT23203089,Not Renewed,12,78,POL67846790,<20%,Very High Risk(75+)
AGT85009986,Pending,45,7,POL37350059,>40%,Low Risk(<=25)
AGT62837540,Renewed,41,68,POL82338857,>40%,High Risk(<=75)
AGT35936067,Pending,7,52,POL13670918,<20%,High Risk(<=75)
AGT78282328,Renewed,30,22,POL56063267,<40%,Low Risk(<=25)
AGT07195389,Pending,7,62,POL44368624,<20%,High Risk(<=75)
AGT47971931,Not Renewed,23,12,POL02047114,<40%,Low Risk(<=25)
AGT29942457,Pending,20,52,POL75081520,<20%,High Risk(<=75)
AGT71671591,Pending,17,78,POL45182158,<20%,Very High Risk(75+)
AGT40339464,Renewed,34,10,POL50099594,<40%,Low Risk(<=25)
AGT03162047,Not Renewed,44,22,POL96765669,>40%,Low Risk(<=25)
AGT55465624,Pending,11,30,POL64668667,<20%,Medium Risk(<=50)
AGT61378520,Not Renewed,38,83,POL35373090,<40%,Very High Risk(75+)
AGT17511392,Pending,48,25,POL53589425,>40%,Low Risk(<=25)
AGT99517469,Renewed,34,60,POL86998122,<40%,High Risk(<=75)
AGT40976439,Not Renewed,39,7,POL90865512,<40%,Low Risk(<=25)
AGT19644076,Renewed,29,43,POL72509442,<40%,Medium Risk(<=50)
AGT13212375,Pending,3,85,POL02314695,<20%,Very High Risk(75+)
AGT32548798,Renewed,36,76,POL80250763,<40%,Very High Risk(75+)
AGT37442272,Not Renewed,30,82,POL60992687,<40%,Very High Risk(75+)
AGT38600353,Pending,28,97,POL69557850,<40%,Very High Risk(75+)
AGT16288768,Renewed,34,95,POL19053430,<40%,Very High Risk(75+)
