Payment ID,Date of Payment,Amount Paid,Payment Method,Payment Status,Policy ID
PAY89676227,45145,782.89,Bank Transfer,Failed,POL07785199
PAY64198590,45553,394.94,Cash,Successful,POL19746644
PAY71022946,45221,894.92,Bank Transfer,Successful,POL64918904
PAY97158459,45009,391.87,Cash,Successful,POL14765103
PAY79247096,45091,938.91,Cash,Failed,POL44871604
PAY74297757,44826,372.22,Credit Card,Successful,POL77295889
PAY84381410,44689,1498.22,Bank Transfer,Successful,POL00346770
PAY33213591,44555,309.08,Credit Card,Successful,POL56491969
PAY43877335,44670,421.9,Cash,Successful,POL54969569
PAY34559673,44960,316.07,Bank Transfer,Successful,POL30815147
PAY04579144,45309,637.55,Cash,Successful,POL13721219
PAY27184199,45395,624.63,Cash,Failed,POL92884987
PAY07405472,45620,1273.15,Bank Transfer,Failed,POL22946424
PAY21219682,44739,936.74,Cash,Successful,POL68368522
PAY93142127,45537,1004.44,Cash,Successful,POL22790609
PAY56804240,45483,102.19,Cash,Successful,POL38116452
PAY12475970,45448,970.45,Cash,Successful,POL51550482
PAY41265339,44848,1438.41,Bank Transfer,Successful,POL14375440
PAY43316228,44900,1105.83,Cash,Successful,POL40953889
PAY47904888,44786,235.63,Cash,Failed,POL43721127
PAY17893473,44760,117.79,Cash,Failed,POL72707891
PAY51357382,45287,1390.6,Credit Card,Successful,POL52319023
PAY98898439,45112,1445.52,Cash,Failed,POL43112527
PAY59516084,44837,534.7,Cash,Successful,POL68261547
PAY57480761,44559,119.35,Cash,Failed,POL42862009
PAY89071637,44644,1313.09,Bank Transfer,Successful,POL56612277
PAY90053630,45069,533.38,Bank Transfer,Successful,POL31133103
PAY96178820,45376,506.95,Credit Card,Failed,POL11199753
PAY58183303,45089,440.74,Cash,Failed,POL18009742
PAY06006683,45238,604.04,Credit Card,Successful,POL29044573
PAY54584502,44685,559.94,Bank Transfer,Successful,POL27799003
PAY87291086,44793,794.02,Credit Card,Successful,POL74597020
PAY10603264,45286,578.81,Cash,Failed,POL94943347
PAY40921649,45370,589.31,Bank Transfer,Successful,POL21871449
PAY26122062,45237,625.67,Cash,Successful,POL78678051
PAY45018363,45640,119.65,Cash,Successful,POL60345020
PAY55217153,44744,933.7,Cash,Successful,POL88479195
PAY63472734,44781,1332.2,Cash,Failed,POL16452788
PAY40315196,45385,965.79,Cash,Successful,POL60446512
PAY48136585,45313,227.94,Bank Transfer,Successful,POL70199824
PAY69908778,45217,963.18,Credit Card,Successful,POL01681251
PAY94167289,45617,317.26,Credit Card,Successful,POL92010461
PAY63422745,44870,910.1,Cash,Failed,POL61218156
PAY11413812,45025,401.76,Credit Card,Failed,POL23689303
PAY57782436,44946,645.36,Bank Transfer,Failed,POL61910551
PAY96580608,45128,687.66,Bank Transfer,Successful,POL98372511
PAY31671494,44594,1084.62,Bank Transfer,Successful,POL13559855
PAY57829176,44982,121.39,Bank Transfer,Failed,POL86723130
PAY93791541,44722,1372.13,Credit Card,Failed,POL83375511
PAY15004470,44560,1097.36,Bank Transfer,Successful,POL73669093
PAY73745620,45335,1125.71,Cash,Failed,POL77763107
PAY29424820,44789,1208.08,Bank Transfer,Failed,POL09568484
PAY75902861,45221,1326.35,Cash,Successful,POL77178021
PAY42725839,44872,1151.22,Cash,Successful,POL37180601
PAY28625619,44642,980.74,Credit Card,Successful,POL91554199
PAY52425841,44780,187.62,Credit Card,Failed,POL55583522
PAY84464584,44973,1054.55,Credit Card,Failed,POL35831200
PAY00928241,45372,445.29,Bank Transfer,Failed,POL46550237
PAY65600966,45340,402.26,Bank Transfer,Successful,POL54084176
PAY76561125,45491,1052.32,Cash,Successful,POL52322172
PAY21367691,44752,834.29,Credit Card,Failed,POL77489665
PAY19617029,45333,645.1,Cash,Failed,POL81202373
PAY31928992,45611,1270,Credit Card,Failed,POL23203391
PAY92876925,45404,1191.98,Cash,Successful,POL28084608
PAY56704361,45193,389.17,Bank Transfer,Successful,POL08589309
PAY40880086,45347,1199.05,Bank Transfer,Failed,POL53331618
PAY40996965,44942,1032.56,Cash,Successful,POL34052302
PAY85375200,44815,1191.64,Bank Transfer,Failed,POL55664607
PAY37902356,44658,860.5,Bank Transfer,Failed,POL61308425
PAY08659244,44578,186.63,Credit Card,Successful,POL21013410
PAY43251321,45308,903.09,Cash,Successful,POL57782466
PAY86092037,44857,581.1,Cash,Successful,POL41570616
PAY21773836,44787,1118.31,Bank Transfer,Failed,POL40918381
PAY81281783,44644,401.57,Cash,Failed,POL22068904
PAY31269983,45108,1472.56,Bank Transfer,Failed,POL54191606
PAY87739690,45637,309.35,Bank Transfer,Successful,POL74740983
PAY48534363,44588,1118.35,Bank Transfer,Failed,POL61012482
PAY49338730,45099,673.03,Cash,Successful,POL73324138
PAY78452892,44593,272.48,Cash,Successful,POL22918011
PAY70915305,45489,782.96,Cash,Failed,POL68080704
PAY53223227,44586,1066.89,Bank Transfer,Successful,POL66258798
PAY31840448,45073,760.71,Credit Card,Successful,POL45601263
PAY42614126,44915,745.7,Bank Transfer,Successful,POL96497115
PAY95435852,45643,894.05,Bank Transfer,Successful,POL98955756
PAY51557766,45185,834.2,Credit Card,Failed,POL82003427
PAY95263144,45368,70.96,Credit Card,Successful,POL36453165
PAY04099699,44913,632.69,Bank Transfer,Failed,POL68371036
PAY27875294,45427,1376.62,Bank Transfer,Successful,POL50009102
PAY12745511,45607,112.08,Credit Card,Failed,POL87664346
PAY50119816,45430,439.04,Cash,Failed,POL48574800
PAY30361215,45215,1452.93,Bank Transfer,Successful,POL57676193
PAY82191097,44783,1499.74,Cash,Failed,POL21096529
PAY30658891,44944,360.07,Credit Card,Failed,POL61208002
PAY69939621,45216,1345.58,Cash,Failed,POL30115645
PAY06656716,44610,852.19,Cash,Successful,POL26196435
PAY14206027,45564,448.19,Credit Card,Failed,POL56170272
PAY12871081,44557,391.13,Bank Transfer,Successful,POL30983744
PAY37725289,45516,179.57,Bank Transfer,Failed,POL37710630
PAY82382653,44879,717.06,Bank Transfer,Failed,POL58715038
PAY12868891,45144,726.72,Credit Card,Successful,POL36583919
PAY57419412,45376,972.26,Cash,Failed,POL93562061
PAY34635185,44684,857.82,Bank Transfer,Successful,POL99316807
PAY95137382,44761,258.14,Credit Card,Successful,POL14796565
PAY85553575,45392,1016.2,Bank Transfer,Failed,POL00255979
PAY39932110,45410,871.41,Bank Transfer,Successful,POL73506805
PAY60250909,45414,751.96,Credit Card,Successful,POL42785158
PAY09840509,45325,443.14,Cash,Failed,POL59077724
PAY24823669,45359,406.68,Credit Card,Failed,POL09141368
PAY68818331,45398,1152.41,Bank Transfer,Successful,POL40919725
PAY10740682,44660,330.9,Cash,Failed,POL71198375
PAY66492348,45269,1165.79,Cash,Failed,POL69142405
PAY67622024,45097,452.82,Cash,Successful,POL04101668
PAY21505019,45445,236.45,Cash,Failed,POL80278196
PAY46896948,44999,379.26,Bank Transfer,Successful,POL95397773
PAY91618663,44811,1328.98,Credit Card,Successful,POL68123659
PAY70889264,45160,1111.19,Bank Transfer,Failed,POL21394556
PAY86757235,44794,453.5,Bank Transfer,Successful,POL87258820
PAY28107163,44927,350.53,Credit Card,Successful,POL00148188
PAY34057537,45321,159.78,Bank Transfer,Successful,POL75914495
PAY76141478,44793,640.52,Cash,Failed,POL23434715
PAY13608743,45270,961.21,Bank Transfer,Successful,POL75133618
PAY96724655,45368,307.54,Cash,Failed,POL12811794
PAY29275815,44701,194.42,Bank Transfer,Failed,POL54732626
PAY35689344,45485,151.37,Bank Transfer,Failed,POL62259131
PAY13038103,45430,1062.56,Cash,Successful,POL86085378
PAY87894563,45002,830.55,Credit Card,Failed,POL35209226
PAY07454257,44579,786.87,Bank Transfer,Successful,POL62254331
PAY34000914,44730,1055.74,Cash,Failed,POL59205415
PAY82745829,44688,186.58,Bank Transfer,Failed,POL58913291
PAY27083401,44876,766.25,Cash,Successful,POL03268061
PAY11287627,45025,1160.91,Bank Transfer,Successful,POL66737729
PAY64308895,45147,1314.99,Bank Transfer,Failed,POL59950728
PAY36803674,44934,316.14,Bank Transfer,Successful,POL28303741
PAY70597113,44717,1115.61,Credit Card,Failed,POL49030532
PAY09645751,44579,313.95,Bank Transfer,Failed,POL88709617
PAY80407031,44775,1073.33,Credit Card,Successful,POL99936607
PAY91988048,44580,634.35,Credit Card,Successful,POL20686006
PAY13710492,44694,972.41,Credit Card,Failed,POL39266909
PAY70072908,45128,843.95,Bank Transfer,Successful,POL58724717
PAY14636357,45046,1202.88,Cash,Failed,POL73426057
PAY22531229,45313,1231.66,Cash,Successful,POL53248656
PAY86210795,45326,876.17,Credit Card,Failed,POL58297595
PAY39505187,44740,1293.1,Credit Card,Successful,POL90610731
PAY92051660,45134,530.26,Bank Transfer,Successful,POL94072462
PAY66048191,45130,1265.64,Bank Transfer,Successful,POL39957242
PAY36655145,45312,1223.12,Bank Transfer,Successful,POL06351305
PAY06156213,44745,1113.02,Cash,Successful,POL36915834
PAY67972837,45648,1090.05,Bank Transfer,Failed,POL75583220
PAY85523324,45191,990.16,Credit Card,Successful,POL61337531
PAY79834875,45621,1244.69,Bank Transfer,Successful,POL02256240
PAY96885322,44692,439.52,Bank Transfer,Successful,POL99343551
PAY67918097,45546,1472.49,Bank Transfer,Failed,POL94641041
PAY55261739,45357,656.48,Bank Transfer,Successful,POL27592722
PAY03716183,45592,550.48,Cash,Successful,POL72761852
PAY05396345,44645,1334.8,Bank Transfer,Successful,POL41307729
PAY08009438,44620,1179.39,Cash,Successful,POL85021281
PAY82822924,44606,1452.32,Cash,Failed,POL51620232
PAY66985809,45261,995.22,Cash,Successful,POL35328184
PAY98402190,44974,1126.92,Bank Transfer,Failed,POL13831480
PAY65244712,44884,767.5,Bank Transfer,Successful,POL75659154
PAY67564696,45173,584.7,Cash,Successful,POL26365674
PAY32552844,44722,1195.67,Bank Transfer,Failed,POL53957372
PAY40995915,45637,1479.72,Cash,Successful,POL14997788
PAY44408870,45184,1224.61,Cash,Successful,POL39334378
PAY14841180,45097,117.96,Cash,Successful,POL33238422
PAY65955540,45354,232.96,Credit Card,Successful,POL22162508
PAY23382409,44777,470.12,Cash,Successful,POL27708077
PAY62788754,45334,951.49,Credit Card,Failed,POL13830672
PAY67889058,44831,80.72,Credit Card,Successful,POL47660863
PAY10539529,44854,1392.27,Cash,Successful,POL88929117
PAY59862689,45537,1210.47,Bank Transfer,Failed,POL56020599
PAY52460046,45367,265.41,Cash,Successful,POL23605253
PAY90852182,45355,349.69,Bank Transfer,Successful,POL19911528
PAY51208682,45040,638.55,Cash,Successful,POL81385184
PAY85683804,45201,1230.5,Cash,Failed,POL70742419
PAY62401688,44575,1277.96,Cash,Failed,POL99777818
PAY65768240,44961,624.63,Cash,Failed,POL15902669
PAY28483677,45439,65.37,Credit Card,Failed,POL85798962
PAY55306194,45169,1011.42,Bank Transfer,Failed,POL79096614
PAY89827282,44655,1202.51,Cash,Failed,POL01888346
PAY73311549,44714,440.76,Cash,Failed,POL68099694
PAY48192849,44958,720.57,Credit Card,Successful,POL00505335
PAY67792455,45617,1407.51,Cash,Successful,POL96023706
PAY85436520,45024,713.59,Cash,Failed,POL11162373
PAY09557643,44703,649.37,Bank Transfer,Failed,POL52255059
PAY39777417,45036,1411.01,Bank Transfer,Successful,POL05174448
PAY60948975,44565,1223.18,Bank Transfer,Failed,POL18309119
PAY39476464,44751,304.71,Bank Transfer,Failed,POL83180478
PAY36316665,45485,837.2,Bank Transfer,Successful,POL04101668
PAY79706333,44847,722.36,Cash,Failed,POL98820628
PAY02110684,44796,848.4,Bank Transfer,Failed,POL45394277
PAY03549910,45239,777.82,Bank Transfer,Failed,POL55126928
PAY31352532,45091,1194.99,Cash,Successful,POL30688000
PAY35725917,45012,76.19,Bank Transfer,Successful,POL13040382
PAY93974606,45590,1152.78,Bank Transfer,Failed,POL12551742
PAY26429255,44809,432.48,Credit Card,Successful,POL98604785
PAY65364103,45004,886.52,Bank Transfer,Failed,POL48302488
PAY58416612,45090,586.84,Cash,Failed,POL18573494
PAY35099004,44875,1025.93,Cash,Successful,POL23048183
PAY57905879,44820,467.54,Credit Card,Failed,POL41189495
PAY83668520,45425,180.3,Cash,Failed,POL26441179
PAY72952567,45619,1252.06,Bank Transfer,Successful,POL76074801
PAY06558985,45586,687.19,Cash,Failed,POL51431594
PAY42126583,44782,395.72,Credit Card,Successful,POL62266023
PAY46008931,44618,1154.91,Bank Transfer,Successful,POL47517699
PAY90497628,44743,156.92,Cash,Successful,POL79867486
PAY89943116,45583,1031.9,Bank Transfer,Failed,POL13714686
PAY39842076,45172,793.73,Bank Transfer,Failed,POL11227831
PAY37394219,44996,529.59,Cash,Failed,POL33080881
PAY08313114,44762,236.3,Cash,Successful,POL63810929
PAY70523319,44783,731.91,Bank Transfer,Successful,POL18418327
PAY41461180,45440,1441.13,Bank Transfer,Successful,POL44866114
PAY80557300,45586,309.97,Credit Card,Successful,POL56127428
PAY89547197,44722,206.29,Credit Card,Successful,POL68111520
PAY72864099,45248,1236.44,Cash,Successful,POL05444985
PAY14129018,45218,1194.02,Cash,Successful,POL32615380
PAY80932338,45154,1296,Credit Card,Failed,POL61884063
PAY55569051,44605,148.34,Credit Card,Successful,POL46853221
PAY94507687,44995,908.68,Bank Transfer,Successful,POL91751592
PAY86568963,44926,756.31,Cash,Successful,POL14157474
PAY56574327,44934,490.34,Cash,Successful,POL65279232
PAY16400152,45054,1178.9,Bank Transfer,Successful,POL89877141
PAY39169650,44805,551.88,Cash,Successful,POL83596471
PAY61487340,45109,784.03,Bank Transfer,Successful,POL03499634
PAY23290319,44735,981.91,Bank Transfer,Successful,POL35280348
PAY60728921,45323,608.01,Bank Transfer,Failed,POL35998506
PAY96226649,45428,1171.52,Cash,Successful,POL56720424
PAY72752020,45542,618.48,Credit Card,Successful,POL59124038
PAY41537002,44704,1185.68,Credit Card,Successful,POL02404416
PAY46158283,45552,142.73,Cash,Failed,POL45315654
PAY19407376,44907,358.62,Cash,Successful,POL34319547
PAY08879465,44720,1344.79,Bank Transfer,Failed,POL93399992
PAY60918695,44792,1409.54,Credit Card,Failed,POL20532227
PAY48917639,45337,947.78,Credit Card,Failed,POL81758339
PAY25800689,44812,655.85,Cash,Failed,POL29465290
PAY12017938,45361,559.06,Cash,Successful,POL25208231
PAY81354420,44962,1376.64,Cash,Failed,POL64932236
PAY23458545,45163,534.99,Credit Card,Failed,POL32772716
PAY21443159,44927,533.83,Cash,Successful,POL69716653
PAY69385280,44980,1233.02,Cash,Failed,POL22496499
PAY23382661,45055,1004.24,Credit Card,Failed,POL43155265
PAY18790207,44633,327.37,Bank Transfer,Failed,POL42512488
PAY94091111,44718,885.94,Bank Transfer,Successful,POL83104314
PAY91215946,44990,1279.02,Cash,Successful,POL68099694
PAY87101003,44635,117.66,Credit Card,Failed,POL76374292
PAY17613530,44954,909.3,Credit Card,Failed,POL98651688
PAY25785248,44687,1272.71,Credit Card,Failed,POL97145074
PAY52391330,45166,741.99,Bank Transfer,Failed,POL12156543
PAY45939366,45625,67.63,Credit Card,Failed,POL21535465
PAY38459934,45073,999.82,Credit Card,Failed,POL93990309
PAY75821866,45244,1257,Bank Transfer,Failed,POL83165381
PAY13783836,44700,1006.7,Credit Card,Failed,POL63571175
PAY05376342,45092,360.37,Credit Card,Failed,POL09320154
PAY08189218,44704,88.3,Cash,Successful,POL30983744
PAY11285924,45598,892.16,Cash,Failed,POL93099683
PAY76297254,44884,587.42,Bank Transfer,Successful,POL99391697
PAY85881119,44873,1327.84,Credit Card,Successful,POL87577770
PAY28003730,45371,785.24,Cash,Successful,POL94615763
PAY52176067,45517,453.47,Cash,Failed,POL96200610
PAY24054166,45300,1201.54,Bank Transfer,Successful,POL91787213
PAY45993253,45397,370.83,Credit Card,Failed,POL19177817
PAY19113182,44694,1228.04,Credit Card,Failed,POL26888148
PAY15961209,45550,802.79,Cash,Failed,POL10125019
PAY59313902,44671,850.8,Cash,Successful,POL67368474
PAY08226240,45092,1013.19,Cash,Failed,POL31317905
PAY15765157,45625,875.83,Bank Transfer,Failed,POL40579539
PAY00250439,45457,291.16,Bank Transfer,Successful,POL40907312
PAY53844475,45501,1376.65,Bank Transfer,Successful,POL43978572
PAY45153437,45168,1273.32,Cash,Successful,POL61267923
PAY70192995,44597,90.09,Credit Card,Failed,POL32669675
PAY20140629,45564,1280.41,Bank Transfer,Failed,POL77047263
PAY24029040,45136,910.83,Cash,Failed,POL02345359
PAY49197205,45151,326.19,Bank Transfer,Successful,POL39337647
PAY65810077,45059,131.42,Bank Transfer,Failed,POL60480382
PAY49219660,45196,642.36,Bank Transfer,Successful,POL60240212
PAY01905126,45094,1176.23,Cash,Failed,POL46375474
PAY43430059,45117,322.41,Bank Transfer,Successful,POL99490154
PAY17384352,44655,916.42,Bank Transfer,Successful,POL30800309
PAY51619226,45353,1234.3,Bank Transfer,Successful,POL90100383
PAY81818167,45143,1168.96,Cash,Failed,POL47409156
PAY57494354,44690,209.28,Bank Transfer,Failed,POL58924354
PAY74064953,45123,797.21,Credit Card,Failed,POL63605662
PAY55658496,45001,76.66,Credit Card,Failed,POL45410336
PAY06827646,45029,1205.15,Credit Card,Successful,POL34270146
PAY54321188,44939,747.99,Bank Transfer,Successful,POL38850914
PAY69378914,45331,816.52,Credit Card,Successful,POL17800247
PAY69678795,45353,1385.53,Credit Card,Successful,POL46278459
PAY62033849,45114,530.55,Cash,Successful,POL68966328
PAY64630075,44702,977.24,Credit Card,Successful,POL24708378
PAY51799214,45000,333.23,Bank Transfer,Failed,POL04572453
PAY31190803,45234,802.32,Credit Card,Successful,POL30062684
PAY41905716,45632,486.01,Bank Transfer,Failed,POL65738099
PAY87321816,44607,356.42,Bank Transfer,Failed,POL60009654
PAY20397038,44631,1046.92,Credit Card,Failed,POL91258845
PAY29293519,44714,1352.79,Cash,Failed,POL22606184
PAY25917270,45403,793.06,Cash,Successful,POL73942123
PAY53430633,45497,835.32,Cash,Successful,POL70863328
PAY67377007,44762,433.1,Bank Transfer,Successful,POL61326572
PAY24544539,45489,399.7,Credit Card,Failed,POL91135744
PAY61310358,45328,1052.57,Cash,Failed,POL00986980
PAY14682443,44600,701.95,Credit Card,Successful,POL21603808
PAY66689706,44608,1184.33,Cash,Successful,POL67451011
PAY87675263,44648,1436.17,Cash,Failed,POL88450754
PAY28981961,45340,1099.26,Bank Transfer,Successful,POL01434989
PAY16161788,45136,1445.39,Cash,Failed,POL69636143
PAY59618066,45245,622.25,Cash,Successful,POL24429033
PAY80876591,45320,821.54,Bank Transfer,Failed,POL40860073
PAY06811418,45526,171.1,Credit Card,Successful,POL23689303
PAY42245178,44815,177.43,Cash,Failed,POL48116183
PAY72108184,45428,709.42,Cash,Failed,POL70265364
PAY64292550,45415,1247.41,Credit Card,Successful,POL49030532
PAY29443042,44577,1007.74,Credit Card,Failed,POL15219398
PAY08203655,45591,1078.75,Credit Card,Successful,POL85739071
PAY05819836,45528,880.54,Cash,Successful,POL94995920
PAY70652187,44661,1024.4,Cash,Failed,POL19986234
PAY82167334,44619,499.68,Credit Card,Successful,POL72255591
PAY45794864,45036,1247.01,Cash,Failed,POL87932414
PAY17890846,44772,1130.92,Credit Card,Failed,POL04376186
PAY00399469,45024,138.73,Credit Card,Successful,POL61600687
PAY69261018,45524,1080.34,Credit Card,Successful,POL80116968
PAY83557780,45388,1224.76,Credit Card,Successful,POL85035096
PAY67688619,44992,291.51,Credit Card,Failed,POL68375690
PAY94204051,45157,926.95,Credit Card,Successful,POL98798352
PAY21679451,44760,580.89,Cash,Failed,POL41570616
PAY99304128,45183,476.91,Cash,Successful,POL91869303
PAY30889588,44650,865.48,Bank Transfer,Failed,POL84566610
PAY02868644,45094,890.22,Credit Card,Successful,POL80906414
PAY53771489,44820,1103.85,Cash,Failed,POL68375690
PAY13686628,45024,493.03,Cash,Successful,POL83051800
PAY20313905,44697,990.61,Bank Transfer,Successful,POL48910951
PAY67490016,44802,93.28,Credit Card,Failed,POL15880317
PAY03712224,45361,641.22,Cash,Failed,POL89009482
PAY14302224,44811,1227.77,Bank Transfer,Successful,POL67346720
PAY71172822,45014,137.08,Cash,Failed,POL23594772
PAY58391902,45499,935.48,Credit Card,Failed,POL64233816
PAY30686751,45106,886.5,Credit Card,Successful,POL92070714
PAY05246182,45153,564.5,Cash,Failed,POL03688805
PAY79248452,45563,711.57,Cash,Successful,POL44317279
PAY99531322,44910,1028.45,Credit Card,Successful,POL32252482
PAY29151196,45385,149.84,Bank Transfer,Successful,POL78264122
PAY98017250,45017,451.8,Bank Transfer,Successful,POL06341687
PAY99588916,44576,162.61,Cash,Successful,POL79741032
PAY93112419,45223,1124.51,Cash,Failed,POL87561435
PAY89050227,44850,1179.06,Bank Transfer,Successful,POL34621999
PAY67611211,44889,497.84,Credit Card,Successful,POL13276567
PAY91690103,45442,902,Cash,Successful,POL88167849
PAY43437605,45508,525.15,Bank Transfer,Successful,POL98955756
PAY29081538,44630,753.23,Bank Transfer,Successful,POL57089386
PAY13038082,44866,807.83,Credit Card,Successful,POL45925285
PAY58733720,45588,118.25,Credit Card,Failed,POL97704616
PAY22601377,44956,548.52,Bank Transfer,Failed,POL98526256
PAY08779467,45061,107.65,Credit Card,Failed,POL92681233
PAY67670345,44877,350.7,Cash,Failed,POL94723645
PAY83625586,44800,228.99,Bank Transfer,Failed,POL38045222
PAY28395959,45626,1138.71,Bank Transfer,Failed,POL31363009
PAY66754101,44939,201.11,Cash,Successful,POL92754721
PAY04986831,45457,299.99,Cash,Failed,POL82207194
PAY88402764,44813,1304.12,Credit Card,Failed,POL51145761
PAY17260076,45509,1325.28,Bank Transfer,Failed,POL35610268
PAY18795153,44650,929.88,Credit Card,Failed,POL98908747
PAY82597327,44850,1498.56,Cash,Failed,POL12841734
PAY57423268,45409,1274.55,Bank Transfer,Failed,POL99817489
PAY91859186,45021,222.31,Cash,Successful,POL95434233
PAY94363139,45315,1081.21,Credit Card,Successful,POL14924574
PAY35788103,45648,373.82,Credit Card,Successful,POL51514265
PAY12501227,45642,74.47,Credit Card,Failed,POL31588332
PAY87437680,44606,1375.05,Credit Card,Successful,POL02586223
PAY46575854,45031,760.58,Bank Transfer,Failed,POL29536417
PAY27658968,45480,565.68,Cash,Failed,POL33528645
PAY66685961,44977,471.2,Credit Card,Successful,POL32721241
PAY30255471,45587,1172.26,Cash,Failed,POL93274437
PAY15551924,44568,1268.42,Bank Transfer,Failed,POL73942123
PAY51194867,45524,1361.01,Credit Card,Failed,POL22916343
PAY13516608,44846,132.54,Credit Card,Successful,POL05606987
PAY52996688,44555,1002.71,Credit Card,Successful,POL20825981
PAY89126268,45398,1220.64,Credit Card,Failed,POL46427278
PAY19690063,45400,639.74,Credit Card,Failed,POL67370723
PAY03567814,45301,630.45,Bank Transfer,Failed,POL03911421
PAY80586633,44655,1211.85,Credit Card,Failed,POL52704029
PAY03367840,44771,1411.27,Credit Card,Failed,POL24735696
PAY36802024,45405,96.32,Bank Transfer,Failed,POL45059272
PAY63943169,45558,1429.5,Cash,Successful,POL68446271
PAY58077558,45600,301.03,Cash,Successful,POL71597887
PAY46585030,45434,1007.75,Bank Transfer,Successful,POL36453165
PAY95498539,45463,537.46,Credit Card,Failed,POL09146332
PAY73803009,45288,619.25,Cash,Failed,POL53495954
PAY35075659,44655,1375.3,Cash,Failed,POL13218423
PAY90154887,45319,807.97,Cash,Successful,POL97197934
PAY96654744,44651,1416.61,Bank Transfer,Failed,POL72689625
PAY11168240,45303,781.71,Credit Card,Successful,POL03258103
PAY74200375,44623,367.86,Bank Transfer,Failed,POL13533618
PAY33701464,44760,700.64,Cash,Failed,POL74554228
PAY15058581,45548,227.01,Cash,Successful,POL82132627
PAY07077758,45128,344.19,Cash,Successful,POL54792632
PAY02185004,45482,1179.76,Credit Card,Failed,POL39807316
PAY75964526,45641,878.5,Bank Transfer,Successful,POL77789737
PAY08354299,45487,628.41,Bank Transfer,Failed,POL97456279
PAY61530368,45485,1401.37,Credit Card,Failed,POL00167399
PAY48467830,45459,1371.34,Cash,Failed,POL37847781
PAY27367352,45244,120.57,Cash,Successful,POL18093390
PAY64208818,44852,782.37,Credit Card,Failed,POL64410288
PAY52236441,44575,332.46,Credit Card,Failed,POL02018032
PAY00168693,44920,1061.63,Bank Transfer,Successful,POL04312649
PAY69789732,44582,1007.35,Bank Transfer,Failed,POL36184966
PAY34464739,44659,550.92,Credit Card,Failed,POL01744770
PAY11930312,45186,1473.18,Credit Card,Failed,POL89180514
PAY22965482,45445,730.92,Credit Card,Successful,POL61660074
PAY53157789,45348,391.64,Cash,Failed,POL93532453
PAY62521393,44726,162.65,Bank Transfer,Successful,POL81437012
PAY64362028,45427,882.2,Credit Card,Failed,POL78264122
PAY80122828,45487,872.29,Cash,Successful,POL93274437
PAY47312972,44556,700.45,Credit Card,Successful,POL56083774
PAY85444339,44724,269.12,Bank Transfer,Successful,POL52663647
PAY83712972,44737,1171.63,Cash,Successful,POL88518206
PAY17074850,45534,1143.82,Bank Transfer,Failed,POL46142999
PAY61976595,44698,996.41,Cash,Successful,POL09010208
PAY86960263,44948,1220.99,Cash,Failed,POL26556756
PAY84444993,44949,1140.27,Credit Card,Successful,POL85605519
PAY07528879,45604,1282.4,Bank Transfer,Failed,POL85853728
PAY46032786,45539,659.76,Credit Card,Successful,POL88449964
PAY21871311,45474,1291.48,Credit Card,Failed,POL53130917
PAY38890054,44896,152.97,Credit Card,Successful,POL54437917
PAY66740818,45106,1212.79,Cash,Successful,POL07367741
PAY91561384,45199,628.48,Cash,Successful,POL59899170
PAY30011961,45556,155.54,Bank Transfer,Failed,POL54459099
PAY77918868,45076,1184.85,Credit Card,Successful,POL11303623
PAY26949322,44697,1018.81,Cash,Successful,POL70622668
PAY79720804,45061,430.23,Credit Card,Failed,POL77743586
PAY42887657,45197,1052.55,Cash,Failed,POL92982957
PAY21199504,44837,1210.31,Cash,Successful,POL54249410
PAY24170870,44906,554.42,Credit Card,Successful,POL71218396
PAY99380413,45360,647.31,Cash,Successful,POL77809174
PAY63023226,44702,1333.12,Cash,Failed,POL51442309
PAY59262221,45624,1095.27,Credit Card,Failed,POL89952764
PAY96984886,44822,1150.09,Bank Transfer,Failed,POL41959725
PAY79207038,45295,209.35,Bank Transfer,Successful,POL42317567
PAY66276489,45214,114.32,Cash,Successful,POL11133444
PAY83851870,44897,256.95,Bank Transfer,Successful,POL88709617
PAY54168307,45505,1063.63,Credit Card,Failed,POL77489665
PAY53599525,45578,1338.73,Bank Transfer,Successful,POL10829873
PAY46069896,45568,520.77,Cash,Successful,POL14632307
PAY42040401,44777,1265.42,Cash,Failed,POL79310767
PAY62970813,44691,784.41,Credit Card,Failed,POL23778009
PAY23992100,45061,1342.36,Bank Transfer,Failed,POL54374781
PAY52571863,45542,115.51,Bank Transfer,Successful,POL83519950
PAY39653411,45499,703.15,Bank Transfer,Failed,POL08436264
PAY45463534,44696,545.77,Cash,Failed,POL01363904
PAY37208350,45056,1161.93,Cash,Successful,POL67379824
PAY21254003,45155,545,Credit Card,Failed,POL48302488
PAY35038165,45560,250.98,Bank Transfer,Failed,POL80109772
PAY20979953,45535,308.99,Credit Card,Failed,POL99187964
PAY10708205,45574,1383.75,Bank Transfer,Successful,POL12356640
PAY74837578,45554,1080.65,Bank Transfer,Successful,POL77047263
PAY06259951,44581,165.98,Bank Transfer,Successful,POL14879776
PAY32393323,44829,297.42,Credit Card,Successful,POL91166639
PAY44808378,44960,788.19,Cash,Failed,POL78451531
PAY37406230,44828,898.61,Credit Card,Successful,POL08242305
PAY26657411,44788,973.73,Bank Transfer,Failed,POL55617113
PAY81160821,44950,662.62,Credit Card,Successful,POL43343233
PAY86595039,45012,1343.05,Credit Card,Successful,POL40546562
